customer_id,age,gender,city,income_level,loyalty_score,membership_years,total_spent,avg_purchase_value,purchase_frequency,preferred_category,last_purchase_days_ago,discount_usage_rate,online_shopper,email_open_rate,sms_response_rate,app_usage,returns_count,satisfaction_score,churn_risk,campaign_response,referral_count,preferred_payment,coupon_redeemed,seasonal_spender,weekend_shopper,avg_cart_size,store_visits_per_month,website_visits_per_month,app_sessions_per_month,customer_segment,preferred_channel,complaints_count,net_promoter_score,account_age_days,has_subscription,subscription_type,days_since_last_login,engagement_score,lifetime_value_estimate,client_value,client_risk
CUST100627,47,Male,Astana,Medium,99.33,5,5179.79,303.71,41.0,Groceries,102,0.94,False,0.82,0.94,Low,18.0,4.82,Low,No,4,Online Wallet,True,True,True,11.65,14,7,26,Gold,App,9,-88,1570,True,Premium,207,84.73,14774.32,514508.5407,0.42857142857142855
CUST100628,34,Male,Almaty,Low,70.93,6,7600.34,297.92,6.0,Groceries,157,0.45,True,0.79,0.42,Medium,15.0,2.05,High,Yes,8,Cash,False,True,False,2.24,5,43,3,Platinum,Email,8,85,3145,False,0,259,50.57,9295.74,539092.1162,2.142857142857143
CUST100629,66,Male,Shymkent,Low,92.78,5,8364.89,209.12,13.0,Electronics,191,0.63,True,0.33,0.04,Low,2.0,3.94,Medium,Yes,6,Online Wallet,False,True,False,13.81,11,28,13,Silver,SMS,8,-97,1311,True,Premium,228,74.63,8214.47,776094.4942,0.14285714285714285
CUST100630,37,Female,Shymkent,Low,85.84,6,4032.03,354.32,36.0,Clothing,40,0.29,False,0.19,0.88,High,19.0,2.12,Medium,Yes,3,Cash,True,False,False,12.3,0,43,30,Gold,SMS,4,-28,485,True,Premium,329,81.74,16145.29,346109.4552,0.5135135135135135
CUST100632,42,Male,Shymkent,Medium,93.29,1,7936.14,454.34,11.0,Clothing,4,0.61,True,0.5,0.9,High,7.0,2.08,Medium,Yes,7,Online Wallet,True,True,True,8.65,14,31,32,Silver,Email,6,-26,2072,True,Basic,61,49.86,13387.49,740362.5006,0.5833333333333334
CUST100634,30,Female,Astana,Low,32.99,9,9799.94,279.04,20.0,Clothing,74,0.54,True,0.55,0.66,Low,5.0,4.21,Low,Yes,8,Online Wallet,False,True,True,12.45,13,17,36,Platinum,Email,2,-2,1400,False,0,99,97.93,7148.65,323300.02060000005,0.23809523809523808
CUST100635,36,Male,Astana,Low,63.99,7,7983.86,24.98,29.0,Clothing,359,0.69,True,0.03,0.85,High,2.0,3.93,High,Yes,4,Online Wallet,True,True,False,11.66,9,45,8,Silver,Email,0,-17,3158,True,0,219,53.32,9659.01,510887.2014,0.06666666666666667
CUST100636,66,Female,Astana,Medium,52.69,7,3357.82,450.96,19.0,Groceries,119,0.21,True,0.01,0.26,Medium,3.0,4.84,Medium,Yes,0,Cash,False,True,True,11.43,5,12,12,Gold,Email,3,-63,1053,True,Premium,127,67.94,5631.62,176923.5358,0.15
CUST100637,53,Female,Shymkent,High,54.24,7,4342.05,217.49,30.0,Clothing,37,0.34,True,0.31,0.86,Medium,4.0,1.57,Low,No,3,Online Wallet,True,True,False,13.47,12,14,6,Gold,App,0,61,1216,True,Premium,259,38.84,15996.12,235512.79200000002,0.12903225806451613
CUST100638,29,Male,Shymkent,Low,79.49,9,2432.2,450.76,6.0,Beauty,261,0.25,False,0.32,0.56,Medium,8.0,3.31,High,No,8,Card,False,True,True,1.61,5,6,10,Silver,App,8,75,670,False,Premium,69,22.44,8215.64,193335.57799999998,1.1428571428571428
CUST100640,36,Male,Karaganda,Low,98.21,1,7136.18,85.37,18.0,Electronics,269,0.04,False,0.33,0.25,Medium,3.0,2.85,High,Yes,6,Cash,False,False,True,3.49,13,6,34,Bronze,SMS,0,-56,1542,False,Basic,248,73.75,8702.3,700844.2378,0.15789473684210525
CUST100641,29,Male,Astana,Low,43.75,3,6163.64,454.62,36.0,Clothing,221,0.06,True,0.36,0.79,Low,14.0,4.55,Medium,Yes,7,Cash,False,False,True,13.28,4,20,18,Platinum,Social Media,4,-75,3212,False,Basic,343,86.37,4533.99,269659.25,0.3783783783783784
CUST100642,26,Female,Karaganda,High,94.98,8,3486.63,469.5,18.0,Beauty,344,0.36,True,0.55,0.84,Low,9.0,1.04,Low,Yes,7,Card,False,False,True,11.45,12,12,5,Silver,App,6,-41,262,False,Basic,134,66.13,19213.49,331160.11740000005,0.47368421052631576
CUST100643,24,Female,Shymkent,High,38.31,7,8250.67,384.56,43.0,Beauty,12,0.54,True,0.59,0.87,Low,17.0,4.78,Medium,No,9,Cash,True,True,False,15.52,6,46,22,Silver,App,7,37,1542,True,0,110,14.64,10810.53,316083.16770000005,0.38636363636363635
CUST100646,48,Female,Karaganda,Medium,67.59,9,4101.18,375.27,3.0,Electronics,67,0.17,True,0.62,0.49,Medium,10.0,2.44,Low,No,5,Online Wallet,True,False,True,1.77,12,33,8,Silver,Social Media,9,54,3002,False,0,239,31.09,11894.89,277198.75620000006,2.5
CUST100648,36,Male,Shymkent,Low,40.06,8,6972.44,436.68,18.0,Electronics,238,0.49,False,0.24,0.48,High,16.0,1.35,Low,No,8,Cash,True,False,True,4.68,3,24,15,Gold,Social Media,0,92,415,False,Basic,242,8.52,13454.55,279315.9464,0.8421052631578947
CUST100650,33,Male,Almaty,Low,59.81,5,6996.42,151.2,39.0,Clothing,94,0.29,True,0.65,0.06,High,4.0,1.89,High,Yes,7,Cash,True,True,False,11.4,11,17,21,Platinum,Email,4,-72,1668,True,Premium,114,68.11,1950.69,418455.8802,0.1
CUST100653,29,Female,Shymkent,Low,65.96,4,6968.36,233.88,42.0,Clothing,202,0.87,True,0.71,0.84,High,7.0,4.32,High,No,0,Card,False,False,True,18.97,3,9,28,Bronze,Email,1,69,3235,True,0,113,43.89,10562.47,459633.02559999994,0.16279069767441862
CUST100658,40,Female,Astana,Medium,29.74,0,8266.78,204.15,21.0,Clothing,324,0.62,False,0.93,0.05,Low,3.0,4.0,Medium,Yes,0,Online Wallet,True,True,True,9.42,9,34,30,Gold,Email,7,-81,1874,True,Basic,167,50.98,15573.95,245854.03720000002,0.13636363636363635
CUST100660,56,Male,Almaty,Low,37.03,6,8637.39,38.17,26.0,Groceries,263,0.14,False,0.75,0.89,Low,13.0,2.55,High,No,0,Card,False,True,False,2.84,12,47,33,Gold,Social Media,0,-10,1652,True,Premium,131,12.26,4520.4,319842.5517,0.48148148148148145
CUST100662,59,Male,Astana,Medium,80.73,2,9935.54,312.91,10.0,Electronics,2,0.82,False,0.66,0.57,Medium,6.0,1.51,High,No,4,Card,True,True,True,13.04,7,49,11,Silver,App,0,42,2103,False,Premium,157,13.69,7698.3,802096.1442000001,0.5454545454545454
CUST100663,56,Male,Astana,Low,80.1,8,5076.15,248.01,44.0,Clothing,11,0.23,False,0.47,0.46,Low,15.0,3.4,High,Yes,4,Cash,True,False,True,8.51,14,29,13,Bronze,Email,5,79,1732,False,0,205,97.96,12100.16,406599.61499999993,0.3333333333333333
CUST100664,31,Female,Karaganda,Low,79.67,9,8740.0,435.49,13.0,Clothing,347,0.56,False,0.15,0.91,High,15.0,4.32,Medium,Yes,5,Cash,False,True,False,17.62,5,8,34,Bronze,Email,7,32,1715,True,Basic,357,50.91,16944.81,696315.8,1.0714285714285714
CUST100665,48,Female,Shymkent,Medium,56.7,9,9060.63,359.86,37.0,Beauty,105,0.44,True,0.26,0.2,Low,3.0,1.83,Low,No,4,Cash,True,True,True,14.27,7,43,24,Platinum,Social Media,4,-49,251,False,Premium,215,33.25,13679.97,513737.72099999996,0.07894736842105263
CUST100666,22,Male,Karaganda,High,32.59,3,5193.53,94.79,12.0,Electronics,349,0.66,True,0.46,0.84,High,5.0,4.21,High,No,8,Cash,False,True,True,15.55,6,17,0,Platinum,Social Media,8,22,2269,False,0,135,3.14,4794.12,169257.1427,0.38461538461538464
CUST100668,40,Female,Shymkent,High,31.77,4,6014.95,491.15,3.0,Beauty,208,0.58,True,0.07,0.86,High,11.0,2.61,Low,Yes,1,Online Wallet,False,False,True,15.24,12,16,13,Platinum,Social Media,2,-87,408,False,0,3,29.98,9779.69,191094.9615,2.75
CUST100669,46,Female,Karaganda,High,58.19,2,3407.53,316.46,14.0,Electronics,13,0.95,False,0.1,0.9,Medium,14.0,4.0,High,Yes,3,Cash,False,True,False,18.07,9,7,18,Bronze,Social Media,9,74,892,False,Basic,213,71.93,206.85,198284.17070000002,0.9333333333333333
CUST100670,60,Male,Almaty,Low,93.8,1,2146.99,241.15,35.0,Beauty,102,0.18,True,0.15,0.79,High,2.0,4.29,Medium,No,2,Cash,False,False,True,15.36,10,12,3,Gold,SMS,9,-53,2443,False,Basic,39,36.35,15459.48,201387.66199999998,0.05555555555555555
CUST100672,35,Female,Karaganda,Low,45.89,6,5636.72,187.76,40.0,Clothing,330,0.49,False,0.37,0.11,High,10.0,1.88,Medium,No,1,Card,False,True,True,16.57,0,21,23,Silver,Email,0,81,3432,False,Premium,244,55.94,4630.63,258669.08080000003,0.24390243902439024
CUST100674,29,Female,Karaganda,Medium,84.47,0,8234.28,336.71,30.0,Electronics,262,0.27,False,0.12,0.67,Medium,1.0,3.3,High,No,3,Card,True,False,False,5.31,14,3,30,Silver,SMS,5,-74,3188,True,0,49,8.47,16061.38,695549.6316000001,0.03225806451612903
CUST100676,27,Female,Karaganda,Low,28.03,0,5537.98,340.18,2.0,Groceries,192,0.78,False,0.46,0.51,High,9.0,3.27,High,No,7,Cash,True,False,False,10.89,12,11,25,Gold,Social Media,5,37,3234,False,Basic,222,59.13,646.54,155229.5794,3.0
CUST100679,55,Female,Almaty,Medium,60.54,3,6951.67,461.86,17.0,Clothing,98,0.05,False,0.66,0.05,High,12.0,4.27,Low,No,7,Card,True,True,True,8.79,6,23,5,Platinum,Social Media,1,50,2317,True,Basic,157,97.48,10240.4,420854.1018,0.6666666666666666
CUST100680,24,Male,Karaganda,Low,86.05,8,2144.57,227.43,46.0,Electronics,143,0.65,False,0.8,0.32,Medium,18.0,3.0,Low,Yes,9,Cash,True,True,False,6.72,1,8,1,Platinum,App,6,-71,1862,False,0,285,85.14,13801.47,184540.24850000002,0.3829787234042553
CUST100681,63,Male,Shymkent,Low,92.17,1,7185.83,282.44,12.0,Beauty,340,0.69,True,0.95,0.44,High,0.0,3.4,High,No,6,Card,False,True,False,13.94,1,32,26,Gold,Social Media,6,91,1688,True,Premium,359,86.73,3627.48,662317.9511,0.0
CUST100683,57,Male,Astana,High,36.97,5,7744.95,393.61,49.0,Electronics,328,0.89,True,0.78,0.1,High,12.0,2.93,Medium,Yes,9,Card,True,False,False,9.03,3,37,9,Platinum,Email,5,-87,824,False,0,319,77.17,6089.96,286330.8015,0.24
CUST100686,67,Male,Astana,High,63.29,2,5549.73,368.79,10.0,Clothing,272,0.37,False,0.26,0.19,Low,8.0,3.85,Low,No,1,Cash,True,True,True,9.12,2,24,26,Platinum,Email,2,88,3167,False,Premium,204,88.11,13441.25,351242.41169999994,0.7272727272727273
CUST100687,44,Male,Shymkent,Low,99.98,9,2088.58,113.18,36.0,Groceries,286,0.38,False,0.66,0.59,High,11.0,3.53,Medium,Yes,9,Card,True,False,False,16.87,0,27,11,Bronze,Social Media,3,52,827,False,Premium,210,22.72,18192.05,208816.2284,0.2972972972972973
CUST100688,19,Male,Karaganda,High,51.28,5,6760.45,60.7,2.0,Beauty,58,0.13,True,0.13,0.14,High,3.0,3.43,High,No,4,Cash,False,True,False,18.37,10,3,24,Platinum,SMS,5,-48,1811,True,Premium,262,7.66,19016.86,346675.876,1.0
CUST100689,22,Female,Karaganda,Low,55.15,9,7115.33,158.82,37.0,Electronics,87,0.95,True,0.61,0.33,Low,1.0,4.21,High,Yes,3,Online Wallet,True,False,True,14.03,4,47,31,Bronze,Email,5,-30,284,False,Premium,345,72.6,7800.25,392410.4495,0.02631578947368421
CUST100690,46,Male,Karaganda,Medium,41.43,9,7632.32,289.81,14.0,Groceries,261,0.82,True,0.69,0.86,High,8.0,3.15,Medium,Yes,7,Cash,False,False,False,3.66,0,2,12,Bronze,SMS,6,43,957,True,Premium,76,61.96,586.43,316207.01759999996,0.5333333333333333
CUST100692,55,Female,Astana,High,30.33,7,6583.9,128.38,40.0,Clothing,286,0.95,False,0.29,0.28,High,5.0,3.38,High,Yes,8,Cash,False,True,True,7.36,8,41,2,Platinum,Social Media,4,1,2669,False,Premium,356,89.67,15102.01,199689.68699999998,0.12195121951219512
CUST100694,25,Male,Karaganda,Low,80.12,9,8556.83,64.96,41.0,Groceries,239,0.92,False,0.6,0.51,Low,2.0,4.53,High,Yes,4,Online Wallet,True,False,False,16.93,5,46,11,Platinum,App,1,-93,2222,True,Basic,20,83.54,13286.66,685573.2196000001,0.047619047619047616
CUST100695,65,Male,Shymkent,High,54.58,9,9008.46,57.14,21.0,Electronics,8,0.29,False,0.67,0.57,Low,11.0,2.97,High,Yes,1,Cash,False,False,True,8.52,4,40,14,Platinum,Email,5,37,1383,False,Basic,227,48.48,2089.49,491681.74679999996,0.5
CUST100696,62,Male,Astana,Low,29.62,2,7839.36,478.54,5.0,Groceries,2,0.34,False,0.12,0.3,Low,19.0,2.43,Medium,Yes,5,Online Wallet,True,True,False,6.69,13,20,31,Bronze,SMS,3,10,2036,False,0,267,71.89,282.56,232201.8432,3.1666666666666665
CUST100697,18,Male,Astana,High,48.91,5,9430.04,390.52,9.0,Electronics,125,0.47,False,0.52,0.53,Low,15.0,4.4,High,Yes,4,Cash,True,False,False,9.16,2,45,22,Silver,App,9,56,2134,False,Premium,89,3.55,5450.7,461223.2564,1.5
CUST100698,39,Female,Shymkent,High,21.89,9,9796.4,65.76,9.0,Beauty,70,0.22,True,0.93,0.77,Medium,19.0,2.69,High,No,3,Cash,True,False,True,12.74,5,42,34,Bronze,Email,3,-53,530,False,0,279,53.01,5288.88,214443.196,1.9
CUST100700,34,Male,Almaty,High,85.99,7,1918.58,328.97,5.0,Electronics,298,0.01,False,0.13,0.95,High,10.0,2.73,Medium,Yes,4,Online Wallet,True,True,False,16.74,0,17,10,Gold,Social Media,3,-44,1074,False,Basic,186,75.36,17660.3,164978.6942,1.6666666666666667
CUST100701,24,Male,Karaganda,Medium,94.48,9,4541.06,480.71,16.0,Clothing,220,0.88,False,0.89,0.24,High,6.0,4.95,Low,No,3,Online Wallet,False,True,False,18.05,11,23,0,Platinum,Social Media,9,14,3489,True,Premium,317,10.22,14539.21,429039.34880000004,0.35294117647058826
CUST100704,21,Male,Karaganda,High,45.33,0,7148.74,286.29,21.0,Clothing,163,0.93,True,0.15,0.1,Medium,0.0,2.11,High,No,6,Cash,False,False,False,10.91,9,3,33,Silver,Social Media,5,-74,3460,False,Premium,88,43.19,7486.85,324052.3842,0.0
CUST100705,53,Male,Almaty,Medium,38.9,2,8523.27,429.4,37.0,Groceries,78,0.82,False,0.74,0.56,High,9.0,4.98,Low,Yes,4,Cash,True,True,True,13.82,7,30,36,Gold,Social Media,4,-35,2277,False,Premium,98,54.05,19720.87,331555.203,0.23684210526315788
CUST100706,23,Male,Shymkent,High,68.94,2,9964.83,143.41,40.0,Electronics,120,0.78,False,0.07,0.98,High,7.0,4.43,High,No,4,Cash,False,True,True,2.11,7,47,3,Bronze,Social Media,6,-94,1666,False,Basic,91,44.64,18147.61,686975.3802,0.17073170731707318
CUST100707,48,Female,Karaganda,Medium,26.63,5,6235.15,67.28,44.0,Electronics,201,0.61,True,0.63,0.06,High,15.0,3.95,High,Yes,9,Card,False,True,True,15.45,11,38,39,Bronze,Email,5,10,3074,True,Premium,142,33.19,11567.0,166042.0445,0.3333333333333333
CUST100710,56,Female,Almaty,Medium,18.49,8,9819.44,183.18,49.0,Beauty,46,0.09,True,0.06,0.59,Low,1.0,1.79,High,No,9,Online Wallet,True,True,False,10.24,6,7,8,Platinum,Social Media,9,-83,2002,False,Premium,62,30.25,2550.14,181561.4456,0.02
CUST100712,27,Male,Karaganda,High,32.13,4,8064.74,471.76,27.0,Electronics,300,0.84,False,0.74,0.24,Medium,4.0,1.19,Low,Yes,9,Cash,True,False,False,16.49,11,33,23,Platinum,App,6,-75,1823,False,0,341,98.19,4435.88,259120.0962,0.14285714285714285
CUST100713,43,Male,Shymkent,High,47.45,2,9443.37,192.33,34.0,Groceries,357,0.41,True,0.8,0.2,Medium,3.0,2.23,Medium,No,1,Card,True,True,False,2.44,11,49,30,Silver,App,2,14,236,True,Basic,118,31.76,19068.74,448087.90650000004,0.08571428571428572
CUST100715,56,Male,Almaty,High,32.57,6,6351.78,38.96,43.0,Clothing,215,0.66,False,0.16,0.36,Medium,0.0,3.85,Medium,Yes,4,Card,False,True,False,10.4,1,35,7,Platinum,App,6,31,2995,True,Premium,40,59.43,16491.75,206877.4746,0.0
CUST100717,62,Male,Karaganda,Medium,23.06,9,7679.36,416.69,2.0,Beauty,40,0.23,False,0.65,0.13,Low,4.0,1.67,Low,No,8,Cash,True,True,False,8.37,2,18,2,Silver,Email,0,-16,1716,False,Basic,185,53.37,10563.38,177086.0416,1.3333333333333333
CUST100720,45,Female,Shymkent,High,87.92,7,8517.5,145.62,32.0,Beauty,202,0.6,True,0.82,0.02,Low,16.0,1.33,High,Yes,6,Cash,True,False,True,5.9,11,17,21,Platinum,SMS,5,-31,3168,False,Basic,4,57.03,16329.93,748858.6,0.48484848484848486
CUST100721,37,Male,Almaty,High,44.71,3,7519.52,248.49,2.0,Beauty,266,0.51,False,0.26,0.28,Low,9.0,4.96,High,No,2,Card,False,True,True,17.67,6,19,6,Gold,SMS,6,-75,2611,False,Basic,323,73.69,17452.49,336197.7392,3.0
CUST100722,45,Female,Shymkent,High,93.44,6,9921.02,422.53,22.0,Clothing,271,0.36,True,0.83,0.91,High,12.0,1.59,High,No,7,Cash,False,False,True,4.66,14,44,35,Gold,App,5,26,2850,False,Basic,137,15.62,10260.66,927020.1088,0.5217391304347826
CUST100723,25,Male,Almaty,Medium,40.81,2,6475.44,375.56,19.0,Groceries,104,0.07,True,0.61,0.86,Low,1.0,4.25,Medium,Yes,5,Card,True,False,True,5.31,8,44,32,Bronze,Email,0,46,316,False,Basic,52,44.94,9457.95,264262.7064,0.05
CUST100725,56,Male,Shymkent,Medium,54.9,9,5524.05,275.35,20.0,Beauty,198,0.46,True,0.27,0.55,Low,9.0,3.48,Low,Yes,9,Online Wallet,True,True,False,17.43,5,45,35,Silver,Social Media,4,79,2887,False,0,158,79.35,1079.49,303270.34500000003,0.42857142857142855
CUST100726,18,Male,Almaty,Medium,58.77,8,9445.27,436.81,36.0,Groceries,326,0.2,False,0.2,0.08,Low,17.0,3.15,Low,No,2,Card,False,False,True,19.17,11,26,25,Silver,SMS,0,63,3540,False,0,107,64.89,9704.78,555098.5179000001,0.4594594594594595
CUST100727,20,Female,Karaganda,Medium,63.55,6,6552.46,290.67,18.0,Clothing,0,0.94,True,0.54,0.8,Low,2.0,1.22,Medium,Yes,7,Cash,False,False,True,11.49,13,8,36,Gold,App,1,97,3209,False,Premium,288,17.5,616.23,416408.833,0.10526315789473684
CUST100728,30,Male,Karaganda,High,41.15,6,8826.84,37.14,14.0,Beauty,224,0.64,True,0.89,0.08,Low,3.0,4.63,Medium,No,5,Online Wallet,True,True,True,6.85,1,32,17,Bronze,App,3,52,3480,True,Premium,193,77.12,1028.79,363224.466,0.2
CUST100730,66,Male,Shymkent,High,62.67,9,3758.55,453.85,45.0,Groceries,81,0.41,False,0.28,0.11,High,4.0,2.19,Low,No,7,Online Wallet,False,False,True,12.72,6,49,10,Platinum,Email,9,-52,1589,False,0,169,68.07,5618.36,235548.3285,0.08695652173913043
CUST100731,42,Female,Almaty,High,93.3,7,9359.54,197.65,24.0,Beauty,244,0.33,True,0.95,0.43,Low,14.0,1.53,Low,Yes,3,Card,False,False,False,11.04,14,14,26,Bronze,Email,8,74,2548,True,Basic,141,71.98,16138.19,873245.082,0.56
CUST100733,55,Male,Almaty,Low,59.69,7,5239.1,273.96,47.0,Electronics,243,0.06,True,0.49,0.41,Low,9.0,4.38,Low,Yes,3,Online Wallet,True,True,True,14.38,11,15,35,Silver,Email,5,94,3626,False,Basic,35,44.71,19487.15,312721.879,0.1875
CUST100737,49,Female,Shymkent,High,82.97,3,6567.67,100.61,46.0,Clothing,131,0.72,False,0.57,0.11,High,18.0,3.19,Low,No,7,Cash,False,True,False,9.52,9,26,23,Gold,Social Media,4,-24,835,False,0,51,24.7,9017.48,544919.5799,0.3829787234042553
CUST100738,62,Male,Astana,High,94.6,9,9919.23,448.11,7.0,Groceries,170,0.9,True,0.11,0.65,High,1.0,2.09,High,No,7,Card,True,False,True,7.97,11,5,3,Gold,App,4,43,1288,True,0,305,39.07,18396.66,938359.1579999999,0.125
CUST100739,64,Female,Astana,High,56.38,5,2784.52,280.19,49.0,Groceries,25,0.98,False,0.27,0.05,High,14.0,1.08,Medium,No,4,Online Wallet,True,True,True,7.58,6,20,27,Gold,SMS,6,90,3072,False,0,186,59.97,1473.98,156991.2376,0.28
CUST100740,38,Male,Karaganda,High,86.38,9,4668.14,458.85,23.0,Electronics,211,0.96,True,0.02,0.66,Medium,19.0,2.66,Medium,Yes,4,Online Wallet,True,False,True,11.13,1,39,25,Platinum,SMS,9,-14,582,False,0,276,92.85,1051.26,403233.9332,0.7916666666666666
CUST100742,38,Female,Almaty,Low,58.94,0,4397.08,417.91,41.0,Groceries,164,0.22,True,0.18,0.89,High,12.0,4.21,High,No,4,Online Wallet,True,True,True,7.91,3,12,25,Bronze,Social Media,1,91,2154,False,0,26,30.13,3314.8,259163.8952,0.2857142857142857
CUST100743,28,Female,Astana,Medium,78.36,8,4119.33,86.94,4.0,Groceries,126,0.11,True,0.1,0.33,High,9.0,4.65,Medium,Yes,0,Online Wallet,True,False,False,11.26,10,27,5,Platinum,Email,2,-49,767,True,Premium,160,62.42,13374.72,322790.6988,1.8
CUST100745,53,Male,Almaty,Medium,63.92,4,2642.03,132.34,18.0,Beauty,268,0.31,True,0.08,0.96,Low,8.0,1.2,High,No,7,Online Wallet,True,False,True,12.41,6,36,17,Silver,Social Media,1,75,986,True,Premium,137,12.22,12084.64,168878.55760000003,0.42105263157894735
CUST100746,52,Male,Karaganda,High,95.35,5,3353.68,88.61,45.0,Clothing,143,0.03,False,0.66,0.44,High,5.0,2.87,High,Yes,7,Cash,True,True,False,4.74,13,17,16,Silver,App,2,78,669,False,0,37,20.65,18934.78,319773.388,0.10869565217391304
CUST100748,37,Male,Shymkent,Medium,74.4,8,9093.9,303.36,47.0,Electronics,37,0.75,True,0.71,0.13,Low,14.0,4.88,Medium,No,4,Cash,False,True,True,15.62,14,33,30,Gold,App,1,-30,1537,False,Premium,129,42.66,15110.13,676586.16,0.2916666666666667
CUST100750,64,Male,Almaty,Low,81.71,9,6806.84,49.08,18.0,Groceries,192,0.48,True,0.74,0.74,Medium,0.0,1.06,High,No,8,Card,True,True,False,16.24,8,24,5,Bronze,App,1,31,1651,True,Premium,73,47.46,12744.23,556186.8964,0.0
CUST100751,58,Female,Astana,Medium,69.72,0,5286.45,126.15,10.0,Clothing,132,0.29,False,0.76,0.2,High,19.0,4.85,High,No,7,Online Wallet,False,False,False,5.84,7,2,6,Silver,SMS,0,-42,2256,True,0,233,39.7,7631.72,368571.294,1.7272727272727273
CUST100753,31,Male,Shymkent,Medium,71.19,9,5697.79,160.28,38.0,Clothing,94,0.5,False,0.38,0.32,High,1.0,1.6,High,No,3,Cash,False,False,False,11.45,7,0,11,Gold,App,8,48,2659,True,0,297,33.52,15544.51,405625.6701,0.02564102564102564
CUST100754,32,Female,Shymkent,Low,41.03,1,7117.2,315.89,45.0,Electronics,31,0.09,False,0.35,0.91,Low,9.0,3.91,Medium,Yes,5,Card,True,True,False,19.22,0,22,26,Gold,Social Media,1,13,119,True,0,341,56.62,3608.53,292018.716,0.1956521739130435
CUST100757,20,Female,Shymkent,Low,40.85,8,8559.94,12.84,31.0,Clothing,4,0.04,True,0.34,0.72,High,11.0,1.35,High,Yes,3,Cash,True,False,True,12.76,3,7,10,Bronze,App,7,-37,1615,False,Premium,234,20.15,7338.0,349673.54900000006,0.34375
CUST100760,28,Male,Shymkent,Low,89.1,7,6195.53,440.27,16.0,Groceries,278,0.82,False,0.74,0.13,High,8.0,4.26,Medium,Yes,4,Card,True,True,True,1.53,9,46,17,Platinum,Email,2,35,3147,False,Basic,298,14.4,9824.68,552021.723,0.47058823529411764
CUST100763,49,Female,Astana,High,70.7,3,5167.99,256.1,37.0,Clothing,325,0.25,True,0.7,0.22,Medium,8.0,4.89,Medium,No,2,Online Wallet,False,False,False,6.04,0,5,35,Silver,App,1,25,1566,False,Premium,320,91.54,18087.96,365376.893,0.21052631578947367
CUST100765,25,Female,Almaty,Medium,57.92,8,4166.48,474.58,47.0,Electronics,274,0.08,False,0.05,0.88,Low,3.0,4.05,Medium,No,0,Card,True,True,False,17.73,4,44,26,Silver,App,5,-27,3236,True,Basic,235,71.53,10148.33,241322.52159999998,0.0625
CUST100766,55,Female,Astana,Medium,90.99,4,7014.76,111.63,2.0,Beauty,105,0.62,True,0.7,0.41,Medium,13.0,1.61,High,Yes,2,Card,True,True,False,10.58,10,38,31,Gold,Email,9,-76,3056,False,Premium,88,98.6,14216.12,638273.0124,4.333333333333333
CUST100767,29,Male,Astana,Medium,80.0,6,8620.48,296.02,5.0,Beauty,235,0.38,True,0.55,0.38,High,7.0,1.89,Medium,Yes,3,Cash,True,True,False,4.0,6,23,31,Gold,Social Media,7,33,1515,True,Basic,23,60.39,2999.09,689638.3999999999,1.1666666666666667
CUST100768,41,Female,Karaganda,Medium,41.8,2,9592.09,442.42,42.0,Clothing,348,0.86,False,0.73,0.12,Medium,19.0,1.51,Low,No,9,Cash,True,True,True,3.82,11,44,21,Silver,App,5,-60,2580,True,Premium,53,34.45,16957.47,400949.36199999996,0.4418604651162791
CUST100769,45,Female,Astana,Medium,95.51,4,2409.32,422.98,30.0,Beauty,293,0.75,False,0.28,0.94,Low,6.0,4.74,Medium,Yes,4,Card,False,True,True,15.53,9,43,25,Gold,App,2,55,1625,False,0,341,74.9,7192.86,230114.15320000003,0.1935483870967742
CUST100770,25,Female,Astana,Medium,26.86,9,6093.08,262.88,19.0,Electronics,258,0.02,False,0.11,0.49,Low,11.0,2.9,Low,No,9,Online Wallet,True,False,False,7.86,0,39,26,Gold,Social Media,9,21,599,True,0,147,41.9,12192.58,163660.1288,0.55
CUST100772,53,Male,Karaganda,High,74.97,6,8722.09,355.68,27.0,Electronics,253,0.47,True,0.43,0.16,Medium,9.0,1.22,Medium,No,0,Online Wallet,False,True,False,14.75,9,10,4,Silver,Email,9,-30,1157,True,0,47,55.55,18442.86,653895.0873,0.32142857142857145
CUST100773,43,Male,Astana,High,23.29,4,8913.85,264.44,30.0,Groceries,255,0.66,False,0.76,0.54,High,10.0,3.34,High,No,3,Cash,False,False,True,9.59,6,14,30,Bronze,Social Media,2,-4,2169,True,0,341,71.77,6227.22,207603.56650000002,0.3225806451612903
CUST100774,25,Male,Astana,Medium,51.54,1,3289.39,33.66,45.0,Clothing,65,0.72,False,0.12,0.78,High,6.0,2.8,High,Yes,3,Online Wallet,True,False,True,7.9,13,32,5,Gold,SMS,3,49,710,False,Premium,334,66.04,9688.31,169535.1606,0.13043478260869565
CUST100775,67,Female,Astana,Medium,72.88,2,6488.9,246.22,14.0,Beauty,362,0.82,True,0.95,0.6,Low,10.0,4.95,High,No,0,Cash,False,True,True,1.64,2,31,4,Silver,App,7,-29,198,True,0,49,99.12,3214.03,472911.03199999995,0.6666666666666666
CUST100776,45,Male,Shymkent,High,64.4,7,8887.99,213.84,31.0,Electronics,313,0.05,False,0.06,0.38,Medium,19.0,4.17,Medium,No,8,Cash,False,False,True,14.53,1,16,38,Platinum,App,4,-31,1322,True,0,164,96.76,1384.68,572386.556,0.59375
