customer_id,age,gender,city,income_level,loyalty_score,membership_years,total_spent,avg_purchase_value,purchase_frequency,preferred_category,last_purchase_days_ago,discount_usage_rate,online_shopper,email_open_rate,sms_response_rate,app_usage,returns_count,satisfaction_score,churn_risk,campaign_response,referral_count,preferred_payment,coupon_redeemed,seasonal_spender,weekend_shopper,avg_cart_size,store_visits_per_month,website_visits_per_month,app_sessions_per_month,customer_segment,preferred_channel,complaints_count,net_promoter_score,account_age_days,has_subscription,subscription_type,days_since_last_login,engagement_score,lifetime_value_estimate
CUST102973,28,Male,Shymkent,Medium,80.63,2,4299.02,190.35,32,Clothing,85,0.03,True,0.96,0.88,Low,17,3.08,Medium,Yes,7,Card,True,False,False,11.23,8,2,31,Platinum,Email,6,-31,2719,False,Premium,286,80.47,14738.77
CUST102974,27,Male,Karaganda,High,3.67,0,7462.46,291.68,25,Clothing,3,0.26,False,1.0,0.88,Low,14,3.25,Medium,No,1,Cash,True,True,False,7.15,9,1,11,Bronze,SMS,9,-35,1392,True,None,304,13.07,13725.21
CUST102975,32,Female,Shymkent,Medium,17.63,1,9113.35,183.42,28,Beauty,109,0.18,False,0.4,0.15,High,10,1.18,Medium,No,4,Online Wallet,False,True,True,12.98,1,4,33,Platinum,Social Media,9,27,565,True,Basic,212,4.69,16718.71
CUST102976,34,Male,Shymkent,Medium,82.1,4,8874.04,353.73,29,Groceries,13,0.89,False,0.11,0.24,Low,9,1.86,Medium,No,9,Cash,False,False,False,9.33,0,21,27,Gold,Email,2,96,58,False,None,112,18.89,18042.87
CUST102977,57,Male,Shymkent,Low,8.69,2,5068.01,221.04,35,Beauty,144,0.43,False,0.09,0.13,Low,2,2.84,Low,Yes,4,Online Wallet,False,True,True,6.57,1,26,8,Bronze,App,1,75,2249,True,Basic,329,58.79,12932.51
CUST102978,35,Female,Almaty,High,94.18,9,6109.59,383.59,47,Groceries,141,0.55,False,0.49,0.29,Low,8,4.2,Low,Yes,1,Cash,True,False,True,2.31,3,6,28,Bronze,Social Media,2,66,1166,False,Premium,284,70.91,4279.65
CUST102979,26,Male,Astana,Low,99.99,5,6760.81,11.33,32,Groceries,231,0.24,True,0.79,0.52,Medium,15,3.58,High,No,9,Cash,True,True,True,13.52,4,22,24,Bronze,App,9,39,1839,True,None,353,87.81,4925.77
CUST102980,42,Male,Shymkent,Low,88.64,1,8209.18,173.38,46,Beauty,40,0.13,False,0.05,0.93,Low,12,3.49,Low,No,1,Card,True,False,True,9.92,6,18,24,Gold,Social Media,6,37,3292,False,Premium,170,26.59,19782.91
CUST102981,57,Female,Almaty,High,73.89,7,5126.56,439.72,36,Groceries,317,0.6,False,0.17,0.4,Low,6,4.57,High,Yes,5,Cash,False,True,False,11.12,9,19,36,Bronze,Email,7,-95,2095,False,None,8,14.88,12744.89
CUST102982,31,Male,Karaganda,Low,48.73,3,1207.81,165.15,7,Clothing,307,0.28,True,0.59,0.99,Low,3,3.41,Medium,No,7,Online Wallet,True,True,True,17.46,4,21,19,Silver,SMS,1,-31,3256,True,None,152,27.37,11084.05
CUST102983,42,Female,Astana,Low,8.24,2,3914.49,200.41,10,Clothing,282,0.93,False,0.09,0.4,Medium,13,2.1,Medium,Yes,2,Card,False,False,False,3.19,8,17,2,Silver,SMS,5,-56,482,True,Premium,186,35.09,7678.64
CUST102984,67,Male,Karaganda,Low,73.04,4,7230.0,396.41,46,Groceries,340,0.48,False,0.88,0.59,Low,6,2.95,Medium,Yes,9,Card,False,True,False,7.74,8,27,7,Platinum,App,4,40,1520,True,Premium,94,36.45,12304.8
CUST102985,39,Male,Shymkent,High,39.69,7,6275.61,51.83,34,Electronics,39,0.14,True,0.5,0.96,Medium,9,3.86,Medium,Yes,1,Card,False,True,True,1.66,8,23,6,Platinum,Email,4,39,3033,True,None,35,38.25,14402.52
CUST102986,69,Male,Astana,Low,57.02,8,7559.57,159.39,33,Groceries,34,0.02,True,0.39,0.6,Medium,10,4.33,Medium,Yes,5,Cash,True,False,False,9.59,9,9,13,Bronze,Email,8,-100,976,True,Basic,262,55.95,16428.13
CUST102987,47,Female,Shymkent,Low,29.34,0,5049.54,388.36,26,Electronics,94,0.23,False,0.01,0.39,Low,1,3.12,Medium,No,4,Cash,True,True,False,6.97,0,40,6,Silver,Social Media,0,43,2713,False,None,178,3.42,8533.11
CUST102988,37,Female,Astana,Low,24.22,3,1826.61,478.72,48,Electronics,186,0.32,False,0.11,0.53,Low,7,4.24,Low,Yes,5,Card,True,False,False,1.22,0,12,8,Gold,Email,4,-87,282,False,None,355,91.7,1232.37
CUST102989,38,Female,Shymkent,High,32.43,5,1240.55,392.5,48,Groceries,176,0.21,True,0.83,0.54,High,12,4.96,High,Yes,7,Online Wallet,True,True,True,13.71,14,36,34,Silver,Email,9,-12,989,False,Premium,70,58.73,15992.38
CUST102990,61,Male,Karaganda,Medium,81.38,5,4864.49,90.34,13,Beauty,190,0.37,True,0.7,0.11,Medium,17,1.25,Low,Yes,5,Online Wallet,False,False,True,10.52,11,43,36,Gold,SMS,4,81,1296,False,Premium,72,95.69,1032.41
CUST102991,49,Male,Karaganda,Medium,42.65,8,2136.68,418.33,30,Electronics,10,0.88,True,0.02,0.4,High,3,3.92,Medium,Yes,3,Card,False,True,True,17.74,0,14,38,Platinum,SMS,7,-97,2476,False,Premium,351,86.99,1639.44
CUST102992,68,Female,Shymkent,Medium,31.17,0,9824.44,240.51,32,Electronics,250,0.05,False,0.97,0.53,Medium,13,4.71,Low,Yes,5,Cash,False,True,True,8.48,1,23,14,Platinum,Email,6,-4,723,False,Premium,180,58.3,7428.22
CUST102993,63,Female,Astana,Medium,43.3,4,2067.65,392.59,33,Groceries,249,0.8,True,0.35,0.78,Medium,3,3.0,High,No,6,Card,False,True,True,6.62,3,22,11,Platinum,SMS,5,27,3055,False,None,25,31.62,12794.84
CUST102994,66,Male,Karaganda,Low,3.23,9,5711.16,123.48,6,Clothing,79,0.43,True,0.61,0.01,High,13,2.52,Low,No,8,Online Wallet,False,True,True,2.19,8,22,11,Platinum,App,2,85,1495,False,Premium,204,58.57,5528.64
CUST102995,38,Male,Astana,High,89.06,0,117.5,173.86,36,Beauty,353,0.91,True,0.72,0.81,Low,14,3.21,Low,No,6,Online Wallet,True,True,False,17.7,5,26,26,Silver,Social Media,2,75,2630,False,Basic,183,81.91,9086.68
CUST102996,52,Male,Astana,Low,55.18,5,2611.09,451.31,2,Electronics,296,0.67,True,0.96,0.27,High,4,4.63,Medium,Yes,7,Cash,False,False,True,15.57,12,42,3,Bronze,Social Media,5,-59,632,False,None,53,26.81,13087.5
CUST102997,49,Male,Karaganda,High,10.48,8,2665.47,455.85,7,Groceries,159,0.16,False,0.89,0.72,High,17,4.41,High,Yes,7,Card,True,True,True,9.78,13,6,3,Platinum,SMS,1,-87,642,False,Basic,294,67.93,6784.15
CUST102998,47,Female,Almaty,Low,28.84,3,7406.08,146.16,30,Clothing,20,0.96,True,0.6,0.77,Medium,2,3.4,High,No,0,Cash,False,False,True,5.51,3,15,37,Silver,Social Media,6,92,2429,False,Basic,79,31.64,6131.35
CUST102999,56,Male,Almaty,Medium,98.36,9,5006.7,46.36,46,Beauty,348,0.15,False,0.14,0.86,Low,3,4.73,Medium,No,1,Card,False,False,True,8.38,12,27,26,Bronze,Email,0,-93,3211,True,Premium,155,96.82,18287.51
CUST103000,66,Male,Astana,Medium,59.31,9,219.71,464.86,26,Beauty,330,0.34,True,0.85,0.95,Medium,8,3.9,Medium,No,4,Cash,True,False,False,2.31,4,11,17,Gold,Social Media,4,-6,367,False,Premium,285,82.8,4143.4
CUST103001,29,Male,Karaganda,High,29.14,8,3853.79,153.7,25,Beauty,312,0.98,False,0.82,0.9,Low,12,2.5,Medium,No,8,Card,False,False,True,7.44,13,15,8,Bronze,Social Media,4,-96,3646,True,Basic,173,57.98,6940.99
CUST103002,58,Male,Almaty,Low,42.63,2,6483.33,64.46,33,Beauty,247,0.21,False,0.64,0.63,Medium,14,1.95,Medium,No,1,Card,True,True,True,1.06,1,2,27,Gold,SMS,6,-40,3357,True,Premium,101,56.38,14427.07
CUST103003,64,Male,Shymkent,Medium,25.85,6,6403.4,177.32,42,Clothing,113,0.63,False,0.99,0.73,Low,0,3.52,High,No,8,Card,True,False,False,8.26,2,0,24,Silver,Social Media,9,25,2450,True,None,28,72.22,17949.78
CUST103004,35,Male,Astana,High,3.18,4,633.5,144.59,6,Clothing,250,0.98,True,0.53,0.7,Low,15,4.05,High,No,3,Card,True,True,True,17.24,7,0,18,Silver,Email,3,19,992,False,None,83,72.81,12853.46
CUST103005,38,Male,Almaty,Low,84.2,9,9296.24,44.88,8,Beauty,332,0.69,True,0.21,0.52,Low,19,3.66,Low,No,1,Online Wallet,False,True,False,14.0,14,37,13,Silver,Email,2,89,1715,True,Basic,209,0.6,16287.51
CUST103006,30,Female,Karaganda,High,29.25,0,2545.21,491.95,9,Clothing,362,0.66,True,0.25,0.77,Low,13,3.46,Low,No,9,Cash,True,True,True,15.34,13,39,14,Bronze,SMS,5,42,2658,True,None,330,10.04,2410.56
CUST103007,38,Female,Karaganda,Low,83.84,6,8926.11,150.42,11,Clothing,325,0.62,True,0.41,0.45,High,8,1.36,High,Yes,6,Card,True,False,False,1.14,5,42,4,Gold,Social Media,0,-25,173,False,None,349,20.28,19850.67
CUST103008,25,Female,Astana,Low,47.86,7,2212.8,139.83,24,Electronics,349,0.56,False,0.42,0.82,Low,11,3.39,Medium,Yes,4,Cash,False,False,False,17.74,10,19,39,Bronze,App,2,-29,1875,False,Premium,121,39.89,18832.95
CUST103009,63,Male,Karaganda,Low,18.29,5,5721.72,212.87,6,Beauty,180,0.95,False,0.83,0.74,Low,7,1.04,Low,Yes,2,Cash,True,False,True,14.57,8,30,15,Bronze,Social Media,6,-50,1641,True,Basic,279,1.79,3778.84
CUST103010,57,Female,Shymkent,High,80.19,0,4120.2,210.34,40,Clothing,47,0.54,True,0.89,0.49,Low,19,1.16,Medium,No,5,Online Wallet,False,True,True,7.05,5,46,22,Platinum,Email,1,4,2038,False,Basic,71,55.14,5855.86
CUST103011,63,Male,Shymkent,High,37.71,8,5855.36,219.74,16,Electronics,57,0.66,False,0.38,0.51,High,3,2.0,Low,Yes,0,Online Wallet,True,False,True,18.62,8,44,36,Gold,SMS,9,-28,1942,True,Basic,336,99.08,17764.88
CUST103012,24,Male,Almaty,Low,70.77,6,5028.84,453.78,17,Groceries,136,0.74,False,0.95,0.64,Low,3,1.49,Low,No,2,Cash,False,False,False,19.61,6,17,32,Bronze,Social Media,9,-24,2606,True,Basic,307,67.19,8477.19
CUST103013,40,Male,Karaganda,Medium,83.72,5,120.27,34.82,24,Groceries,310,0.53,True,0.93,0.33,High,19,1.91,Medium,No,4,Cash,True,False,True,5.83,5,41,4,Platinum,App,3,55,2102,False,None,10,97.17,852.12
CUST103014,61,Male,Shymkent,Low,96.3,3,3578.19,471.11,7,Groceries,300,0.89,True,0.41,0.56,Medium,17,4.88,Low,Yes,4,Online Wallet,True,True,False,2.72,3,24,6,Silver,Social Media,1,25,305,True,Basic,280,58.68,7397.16
CUST103015,49,Female,Astana,High,8.58,2,211.05,334.63,40,Beauty,155,0.02,True,0.87,0.9,Low,17,4.74,Low,Yes,5,Card,False,True,True,16.65,2,16,8,Platinum,SMS,8,5,1578,True,Premium,172,2.37,3732.39
CUST103016,28,Male,Karaganda,Low,0.84,3,6865.33,350.27,40,Clothing,155,0.4,False,0.11,0.31,High,10,1.29,Medium,Yes,7,Online Wallet,True,True,True,5.46,7,41,29,Silver,Email,1,50,548,False,Basic,181,76.84,1447.02
CUST103017,39,Male,Almaty,High,54.84,0,8549.61,83.14,27,Groceries,173,0.62,False,0.51,0.69,Low,9,1.34,Low,No,1,Card,False,True,True,3.84,5,24,4,Gold,Social Media,3,25,1481,False,Premium,356,21.3,15118.14
CUST103018,39,Female,Astana,Low,26.42,8,3908.67,167.92,10,Beauty,281,0.02,False,0.71,0.04,Medium,17,3.33,Medium,Yes,3,Online Wallet,False,True,False,18.91,13,3,3,Silver,Email,5,-92,2108,True,Premium,319,23.72,15252.71
CUST103019,60,Female,Astana,Low,46.91,1,5295.54,30.85,9,Electronics,250,0.94,True,0.35,0.13,High,0,4.78,Low,Yes,5,Cash,False,False,True,10.63,8,42,2,Bronze,Social Media,3,-8,912,True,Basic,62,35.77,18375.79
CUST103020,42,Female,Astana,Medium,7.27,1,751.79,328.27,10,Electronics,317,0.83,False,0.02,0.89,Medium,2,4.05,High,No,4,Card,True,True,False,15.28,3,4,24,Silver,App,4,76,3191,False,None,349,66.23,275.63
CUST103021,39,Male,Shymkent,Medium,50.16,2,3913.45,173.23,49,Clothing,195,0.22,False,0.06,0.9,High,11,3.75,Low,No,9,Cash,True,False,False,12.4,5,25,36,Gold,SMS,7,-55,1791,False,Premium,201,20.03,13905.93
CUST103022,45,Female,Astana,High,12.49,0,1474.72,277.87,30,Clothing,194,0.33,False,0.89,0.57,Medium,3,2.61,Medium,No,8,Cash,False,True,False,12.63,4,37,8,Gold,Email,6,-32,2605,True,Basic,284,52.93,13241.59
CUST103023,46,Male,Shymkent,Low,83.86,9,740.55,377.6,9,Groceries,229,0.68,True,0.52,0.6,High,19,3.82,High,No,8,Cash,False,False,False,14.03,0,37,23,Silver,Social Media,8,-89,2776,True,Premium,247,16.18,17838.66
CUST103024,30,Male,Astana,High,75.95,2,1803.13,279.0,46,Clothing,43,0.34,True,0.15,0.41,Medium,12,3.41,High,Yes,7,Card,False,False,False,5.64,4,22,1,Platinum,Email,1,-99,849,False,None,45,49.62,2938.14
CUST103025,35,Female,Shymkent,Low,7.41,3,8721.36,40.39,26,Beauty,331,0.86,True,0.9,0.6,Low,15,4.17,Medium,No,9,Card,True,False,False,11.86,13,9,7,Silver,Email,8,15,3492,True,None,304,86.31,12715.83
CUST103026,19,Female,Karaganda,Low,83.64,8,9823.82,35.51,34,Clothing,216,0.25,False,0.94,0.88,Low,5,4.68,Low,No,2,Online Wallet,False,True,True,1.42,0,46,29,Gold,Email,8,-93,2849,False,Premium,214,46.73,9991.14
CUST103027,46,Female,Shymkent,Low,32.5,4,8804.22,434.24,35,Groceries,276,0.82,True,0.33,0.15,High,18,3.95,High,Yes,0,Online Wallet,False,False,True,6.91,2,11,28,Bronze,SMS,2,-38,2999,True,Basic,171,82.97,10684.09
CUST103028,38,Male,Shymkent,Medium,35.29,5,9699.74,134.76,27,Clothing,35,0.46,True,0.59,0.5,Low,9,1.95,Medium,Yes,6,Online Wallet,False,True,False,4.99,7,1,23,Silver,SMS,2,-68,2280,False,Premium,121,46.95,8670.43
CUST103029,32,Male,Karaganda,High,17.98,0,7334.99,184.29,20,Electronics,69,0.45,True,0.33,0.88,Medium,8,2.91,Medium,No,1,Online Wallet,False,False,False,3.5,8,0,1,Gold,Email,4,-22,2733,True,None,97,32.31,11689.76
CUST103030,69,Male,Astana,Low,83.53,2,1681.08,113.11,24,Beauty,180,0.17,False,0.73,0.07,Low,1,3.89,Low,Yes,7,Card,True,False,False,4.88,0,14,9,Gold,SMS,3,-16,1975,False,None,142,79.05,2569.92
CUST103031,44,Male,Karaganda,Low,40.47,6,5675.39,350.95,27,Clothing,254,0.98,True,0.95,0.2,High,4,4.27,Medium,Yes,8,Online Wallet,False,True,False,18.76,12,22,34,Gold,Social Media,7,-34,3622,False,Premium,229,64.25,17605.59
CUST103032,67,Male,Astana,High,4.88,6,7342.8,196.12,41,Groceries,147,0.34,False,0.03,0.51,High,8,1.89,Low,Yes,7,Cash,False,False,False,11.33,7,10,14,Bronze,App,8,-20,2932,False,Premium,328,96.98,13838.84
CUST103033,48,Male,Shymkent,High,96.62,9,5183.28,230.88,19,Electronics,222,0.2,True,0.47,0.62,Medium,15,3.24,High,Yes,0,Card,True,False,False,5.8,9,21,1,Platinum,Social Media,6,-76,2614,False,Premium,312,61.52,116.79
CUST103034,32,Female,Astana,Low,25.59,0,5591.21,338.86,18,Groceries,114,0.03,True,0.8,0.71,Medium,8,4.76,Low,No,1,Card,True,True,False,4.01,3,20,28,Platinum,Email,1,68,636,True,Basic,267,91.55,9226.3
CUST103035,68,Male,Shymkent,Medium,93.62,8,5903.28,313.42,43,Groceries,126,0.49,False,0.69,0.18,High,13,3.69,High,Yes,9,Cash,False,False,True,18.04,7,44,15,Platinum,Email,9,-25,2066,False,None,82,2.87,19127.39
CUST103036,40,Female,Astana,Medium,30.12,0,4721.78,388.3,41,Clothing,93,0.03,True,0.18,0.6,High,16,3.16,Low,No,2,Card,False,True,True,14.69,14,7,18,Platinum,Email,7,-70,59,True,None,88,59.2,3701.14
CUST103037,41,Female,Shymkent,Low,83.14,6,2976.83,375.67,12,Beauty,258,0.46,True,0.39,0.34,High,7,3.79,Medium,No,6,Online Wallet,False,False,True,17.71,0,18,33,Gold,Social Media,8,83,947,True,Basic,132,75.48,18993.22
CUST103038,61,Female,Shymkent,Medium,66.42,1,6406.55,222.75,40,Beauty,211,0.9,False,0.47,0.32,High,18,3.25,Medium,No,4,Card,True,True,True,18.61,7,48,26,Silver,App,8,-61,2861,True,Premium,227,98.29,14891.43
CUST103039,30,Female,Almaty,High,86.13,8,629.73,99.97,18,Groceries,7,0.5,True,0.74,0.06,Low,7,2.16,Medium,No,9,Card,False,True,False,18.18,12,0,18,Silver,Social Media,4,12,2232,False,None,334,0.86,2450.15
CUST103040,39,Female,Astana,Medium,97.61,8,1792.18,115.49,8,Beauty,255,0.04,False,0.46,0.12,Medium,1,2.63,Low,Yes,8,Online Wallet,True,False,False,8.5,1,17,6,Gold,SMS,1,47,1653,True,None,283,42.12,13359.68
CUST103041,60,Male,Astana,High,87.15,8,9260.09,354.84,36,Beauty,303,0.26,True,0.31,0.8,High,11,4.33,Medium,No,5,Card,True,True,True,6.23,3,1,33,Gold,Social Media,2,78,363,False,Premium,318,39.11,8772.61
CUST103042,54,Male,Almaty,High,40.37,3,4939.28,134.34,38,Beauty,117,0.05,False,0.42,0.46,Medium,12,3.35,High,Yes,8,Online Wallet,False,False,True,10.13,10,27,24,Gold,Email,0,-39,870,False,Premium,176,95.14,10487.58
CUST103043,50,Male,Shymkent,High,81.45,5,8234.67,223.02,16,Electronics,0,0.88,False,0.97,0.75,High,17,2.71,Medium,No,9,Cash,True,False,False,7.53,14,38,15,Gold,SMS,0,60,1969,True,Premium,68,29.35,16669.85
CUST103044,20,Male,Shymkent,High,71.17,1,7292.75,58.41,13,Electronics,1,0.24,False,0.05,0.82,High,3,1.45,High,No,0,Cash,False,False,True,7.18,5,11,34,Silver,Email,7,24,2297,True,None,101,55.86,15372.22
CUST103045,36,Female,Almaty,Medium,6.16,2,3275.02,65.52,26,Electronics,73,0.07,False,0.33,0.79,High,9,1.46,High,Yes,9,Card,True,True,True,11.71,11,18,25,Silver,Email,1,-6,492,True,Basic,216,59.19,5027.39
CUST103046,40,Female,Almaty,High,92.98,5,8056.13,128.72,48,Electronics,292,0.96,True,0.2,0.98,High,17,1.6,High,Yes,0,Cash,True,True,True,16.26,3,14,28,Gold,SMS,7,-66,2221,False,None,201,59.55,8305.08
CUST103047,46,Female,Karaganda,Low,46.6,0,1004.09,46.99,26,Clothing,249,0.49,False,0.4,0.26,Low,2,4.7,Low,No,5,Card,True,True,False,12.7,0,17,1,Silver,Social Media,6,6,3647,False,Premium,239,6.66,8139.18
CUST103048,47,Male,Shymkent,High,13.45,6,8762.28,140.91,21,Groceries,93,0.41,False,0.59,0.07,Medium,2,4.83,Low,Yes,9,Online Wallet,False,True,False,6.71,9,38,27,Silver,Email,1,68,3594,True,Basic,174,62.83,8586.24
CUST103049,56,Male,Karaganda,Low,42.54,1,6837.54,286.26,21,Clothing,50,0.93,False,0.19,0.52,Low,2,3.93,Low,Yes,0,Cash,False,False,False,7.56,5,34,28,Platinum,Email,7,-63,430,True,Premium,118,48.82,9488.43
CUST103050,61,Male,Astana,High,60.31,7,9278.02,373.66,8,Electronics,171,0.53,False,0.43,0.96,High,19,1.19,Medium,No,1,Card,False,False,False,8.6,10,43,28,Bronze,Social Media,6,41,1501,False,Premium,267,53.33,10673.75
CUST103051,64,Male,Karaganda,High,57.29,4,8965.55,21.19,33,Clothing,151,0.28,False,0.83,0.2,Low,4,3.41,High,Yes,9,Cash,False,False,True,2.62,9,26,21,Bronze,Email,7,54,1608,False,Premium,240,21.86,8483.72
CUST103052,42,Female,Almaty,Medium,57.48,6,3864.59,302.31,6,Groceries,159,0.79,True,0.64,0.54,High,2,3.5,Low,No,3,Cash,True,False,True,18.64,4,30,14,Bronze,App,6,-15,1893,False,Basic,39,23.38,12002.38
CUST103053,54,Female,Almaty,High,25.58,7,8582.64,184.78,2,Groceries,183,0.27,True,0.68,0.41,Low,0,4.94,High,Yes,1,Cash,False,False,False,3.89,1,33,17,Gold,Email,7,-41,1128,False,None,199,24.16,1170.07
CUST103054,64,Male,Almaty,High,63.27,2,5673.86,117.19,8,Clothing,305,0.44,False,0.94,0.62,Medium,11,1.96,Low,No,9,Card,True,True,True,4.5,9,13,38,Bronze,Social Media,8,-23,822,True,Basic,119,33.84,5200.59
CUST103055,25,Male,Almaty,Medium,90.74,5,1655.43,20.77,6,Groceries,191,0.8,False,0.41,0.44,High,2,3.89,High,No,3,Cash,False,True,True,13.18,4,25,0,Silver,Email,8,68,2447,True,Premium,225,64.66,2031.54
CUST103056,59,Female,Karaganda,Medium,38.87,8,8312.55,166.34,6,Electronics,157,0.93,True,1.0,0.99,Medium,4,4.97,Medium,Yes,0,Cash,True,False,True,6.04,11,25,20,Gold,App,6,43,1307,True,Basic,20,73.33,4562.21
CUST103057,33,Female,Karaganda,Low,63.06,3,9088.41,395.89,22,Clothing,165,0.61,False,0.38,0.78,High,10,4.76,Medium,No,3,Online Wallet,True,True,False,17.63,9,11,1,Gold,SMS,3,54,964,True,Premium,283,12.49,1625.24
CUST103058,25,Female,Karaganda,Medium,24.4,9,937.02,267.36,25,Groceries,118,0.5,True,0.18,0.77,High,5,2.42,Low,No,8,Online Wallet,True,False,False,12.72,14,38,13,Bronze,SMS,2,38,2893,False,Premium,136,87.64,8788.87
CUST103059,18,Female,Almaty,Low,4.83,6,9312.47,388.94,46,Electronics,125,0.08,False,0.81,0.37,Low,7,1.57,High,No,0,Cash,False,True,False,5.49,10,16,20,Platinum,Social Media,9,80,1677,False,Premium,358,3.52,3226.05
CUST103060,61,Male,Almaty,High,58.57,0,6052.52,209.12,31,Clothing,333,0.62,False,0.51,0.77,High,6,1.31,High,Yes,7,Cash,True,False,True,10.23,14,30,1,Platinum,Social Media,1,16,2344,False,Basic,205,67.46,19706.38
CUST103061,22,Female,Shymkent,Low,4.75,6,356.38,422.41,35,Groceries,182,0.33,False,0.34,0.52,Low,13,1.24,Low,No,3,Cash,False,False,False,10.97,1,9,6,Platinum,Email,6,-41,1967,True,Basic,20,66.31,16728.98
CUST103062,20,Female,Shymkent,Medium,72.36,8,5463.77,79.43,5,Beauty,44,0.51,False,0.25,0.86,Low,17,1.35,Medium,No,8,Card,True,False,True,18.71,6,20,9,Platinum,Email,6,-16,1909,True,None,167,60.24,7555.15
CUST103063,18,Female,Almaty,High,67.04,9,7987.82,410.92,22,Groceries,189,0.74,True,0.82,0.78,High,2,4.92,Medium,No,9,Card,False,True,True,15.59,4,41,8,Platinum,App,2,92,2051,False,Basic,11,72.91,1935.55
CUST103064,21,Female,Shymkent,Low,36.93,7,5378.5,240.62,48,Electronics,134,0.64,True,0.56,0.67,Low,11,4.95,Medium,Yes,4,Online Wallet,False,False,False,18.16,11,11,32,Platinum,Social Media,6,92,2396,True,Basic,298,72.91,10296.84
CUST103065,57,Male,Astana,Low,41.13,3,7101.74,374.27,25,Groceries,336,0.1,True,0.62,0.24,Low,15,1.46,High,No,8,Cash,True,True,True,12.28,1,14,17,Silver,App,9,-30,312,True,Premium,259,32.83,4231.18
CUST103066,52,Male,Astana,Low,91.78,2,8807.87,124.01,18,Clothing,154,0.4,True,0.46,0.57,Low,10,1.33,High,Yes,5,Cash,False,False,False,18.6,2,1,4,Silver,App,4,-30,434,True,None,289,64.55,1691.19
CUST103067,49,Male,Almaty,High,1.31,6,8710.64,245.65,9,Electronics,229,0.2,False,0.21,0.89,High,15,3.66,Low,Yes,8,Card,False,True,False,10.47,6,25,10,Gold,Social Media,5,7,1640,True,None,80,49.52,7580.43
CUST103068,59,Male,Karaganda,Low,56.33,0,1870.81,367.73,25,Beauty,229,0.15,True,0.34,0.62,Medium,16,4.28,Medium,No,2,Cash,True,False,False,19.87,5,34,25,Bronze,SMS,6,-11,718,True,Basic,162,10.07,7086.59
CUST103069,51,Male,Astana,Low,92.34,7,4328.59,244.46,29,Clothing,22,0.22,True,0.13,0.83,Medium,18,4.03,Medium,No,5,Card,True,False,False,11.8,11,8,8,Gold,SMS,7,-89,493,True,None,352,92.01,13721.69
CUST103070,60,Male,Astana,Medium,91.4,0,1200.53,231.76,33,Beauty,159,0.92,True,0.34,0.53,Low,6,1.04,Low,Yes,4,Cash,False,False,False,19.45,8,3,10,Gold,Email,4,75,2439,True,Premium,152,24.59,6371.62
CUST103071,42,Female,Karaganda,Low,58.47,6,5991.47,406.28,43,Electronics,1,0.71,True,0.91,0.84,Low,19,2.74,Medium,No,4,Online Wallet,True,True,True,8.94,11,39,15,Silver,Social Media,0,84,1095,True,None,325,93.22,19582.14
CUST103072,27,Female,Shymkent,High,38.12,5,9551.79,85.36,8,Groceries,202,0.91,False,0.57,0.58,High,16,3.88,Medium,Yes,9,Cash,False,False,False,16.1,4,26,6,Gold,Email,3,99,966,False,Basic,236,67.87,5953.68
CUST103073,38,Female,Karaganda,Medium,9.89,9,1900.29,240.18,40,Electronics,161,0.51,True,0.05,0.85,High,16,4.25,High,Yes,3,Card,False,False,False,1.98,5,11,23,Gold,Email,7,7,2650,True,Basic,239,85.78,1392.42
CUST103074,63,Female,Shymkent,High,17.38,7,4095.94,412.08,13,Electronics,188,0.0,False,0.76,0.47,Medium,0,3.78,Medium,No,1,Cash,False,True,True,14.36,7,10,15,Bronze,SMS,2,71,2097,True,None,245,11.89,15563.33
CUST103075,56,Male,Shymkent,Medium,67.97,5,9544.87,423.4,8,Beauty,110,0.03,True,0.77,0.67,Low,12,2.32,Low,No,9,Card,False,True,False,9.31,0,25,25,Gold,Social Media,7,51,887,True,None,173,50.49,14211.61
CUST103076,44,Female,Karaganda,Medium,1.66,4,7526.17,63.55,48,Clothing,289,0.14,False,0.76,0.06,Medium,6,2.08,High,No,1,Card,False,True,True,7.84,11,45,17,Bronze,Email,6,16,1055,True,Premium,53,80.39,10973.18
CUST103077,44,Male,Shymkent,Low,88.35,8,804.58,425.83,41,Groceries,262,0.78,True,0.62,0.44,High,16,4.32,Low,No,2,Online Wallet,False,True,False,13.98,1,37,16,Bronze,Email,4,20,642,True,Basic,131,43.41,8814.08
CUST103078,19,Female,Astana,High,58.79,3,4341.31,11.02,44,Clothing,265,0.2,False,0.03,0.14,Low,9,3.17,Medium,Yes,6,Card,True,True,False,10.37,13,32,0,Silver,App,8,88,2157,False,Basic,119,12.29,6714.61
CUST103079,58,Female,Almaty,Low,4.51,6,9880.07,428.5,27,Clothing,129,0.1,False,0.38,0.23,High,4,2.02,Low,Yes,4,Card,False,False,False,8.68,6,12,2,Platinum,Social Media,0,98,2144,False,None,144,83.8,14432.71
CUST103080,65,Female,Shymkent,Medium,23.98,5,4587.1,136.06,3,Groceries,240,0.86,True,0.33,0.54,Low,12,4.47,Low,No,7,Online Wallet,False,True,True,4.41,4,41,28,Platinum,App,7,-23,2871,False,Premium,278,94.16,11611.95
