customer_id,age,gender,city,income_level,loyalty_score,membership_years,total_spent,avg_purchase_value,purchase_frequency,preferred_category,last_purchase_days_ago,discount_usage_rate,online_shopper,email_open_rate,sms_response_rate,app_usage,returns_count,satisfaction_score,churn_risk,campaign_response,referral_count,preferred_payment,coupon_redeemed,seasonal_spender,weekend_shopper,avg_cart_size,store_visits_per_month,website_visits_per_month,app_sessions_per_month,customer_segment,preferred_channel,complaints_count,net_promoter_score,account_age_days,has_subscription,subscription_type,days_since_last_login,engagement_score,lifetime_value_estimate,customer_numeric_id,spend_per_purchase,return_ratio,engagement_score_custom,client_score
CUST101069,45,Female,Almaty,Low,83.89,1,5057.58,239.66,11,Electronics,191,0.53,False,0.22,0.65,High,9,1.0,Low,Yes,9,Card,False,True,True,4.46,11,18,29,Silver,Social Media,2,45,1868,True,,184,95.49,412.86,101069.0,460.78,1.8181818181818183,23.5,2552.1569999999997
CUST101070,28,Female,Astana,Low,52.23,3,8758.41,203.75,10,Beauty,3,0.2,False,0.91,0.33,High,3,4.23,High,Yes,7,Cash,True,False,True,7.82,11,46,39,Gold,Email,5,36,2128,False,,125,47.02,8186.36,101070.0,876.841,1.3,42.5,4394.273999999999
CUST101071,21,Male,Shymkent,High,55.25,7,5238.81,320.51,25,Beauty,226,0.94,False,0.24,0.69,Medium,6,3.91,Low,No,3,Cash,False,True,True,18.9,9,26,39,Silver,Email,1,18,3230,True,,216,37.9,4409.11,101071.0,210.5524,1.24,32.5,2634.78
CUST101072,32,Female,Astana,Low,88.07,3,1982.1,486.96,40,Electronics,123,0.24,False,0.66,0.12,Medium,7,1.48,Medium,No,9,Card,True,True,False,15.89,6,4,33,Platinum,Social Media,7,-82,87,True,Basic,68,75.06,10673.52,101072.0,50.552499999999995,1.175,18.5,1016.071
CUST101073,23,Female,Shymkent,High,92.05,9,9434.05,137.31,5,Groceries,219,0.59,False,0.45,0.18,Low,14,3.48,Medium,Yes,0,Card,False,True,False,1.68,6,16,3,Platinum,SMS,0,-99,384,False,,233,81.85,3745.04,101073.0,1887.81,3.8,9.5,4741.839999999999
CUST101074,66,Female,Karaganda,High,82.42,6,3795.58,306.84,22,Groceries,190,0.56,True,0.1,0.59,Low,7,1.04,Low,No,8,Online Wallet,False,True,False,7.25,4,9,2,Silver,SMS,5,-40,1906,True,,314,26.57,373.96,101074.0,173.52636363636364,1.3181818181818181,5.5,1921.116
CUST101075,47,Male,Shymkent,Medium,6.54,1,6281.06,180.71,5,Clothing,234,0.34,False,0.75,0.56,High,5,1.89,Low,Yes,3,Card,False,False,False,12.31,10,15,10,Bronze,SMS,4,-22,813,True,Basic,240,99.19,1325.45,101075.0,1257.212,2.0,12.5,3141.492
CUST101076,55,Male,Almaty,High,44.35,4,2071.54,499.75,9,Beauty,316,0.85,True,0.33,0.53,High,9,1.96,High,No,8,Online Wallet,False,True,True,3.07,7,41,7,Gold,SMS,1,-94,3132,False,Basic,45,42.24,877.5,101076.0,231.17111111111112,2.0,24.0,1047.275
CUST101077,68,Female,Almaty,Medium,34.33,3,1194.34,475.74,11,Beauty,333,0.18,False,0.36,0.63,Low,4,4.92,High,No,7,Card,True,False,True,3.06,4,24,25,Silver,Email,7,-26,3029,True,Basic,320,54.39,19367.34,101077.0,109.57636363636362,1.3636363636363638,24.5,606.669
CUST101078,19,Female,Almaty,Medium,21.35,8,5555.28,51.23,44,Clothing,193,0.82,False,0.21,0.15,Medium,2,3.28,Low,Yes,2,Card,False,False,True,13.75,5,20,37,Bronze,App,7,28,567,False,Premium,301,83.42,1228.62,101078.0,127.25636363636363,1.0454545454545454,28.5,2783.645
CUST101079,32,Female,Astana,High,90.9,6,5590.49,486.93,5,Clothing,44,0.21,True,0.8,0.8,Low,12,1.04,Medium,Yes,0,Cash,False,True,True,10.09,6,39,35,Bronze,App,8,-100,1161,False,Premium,238,42.19,17417.76,101079.0,1119.098,3.4,37.0,2820.115
CUST101080,28,Female,Almaty,Low,89.01,8,3760.45,370.44,6,Clothing,305,0.04,False,0.16,0.88,Medium,10,1.52,High,Yes,7,Card,False,True,True,15.53,0,2,11,Silver,App,6,27,1443,False,,268,26.99,6302.9,101080.0,627.7416666666667,2.666666666666667,6.5,1904.9279999999999
CUST101081,25,Male,Shymkent,High,46.53,9,3186.21,496.21,33,Clothing,87,0.94,False,0.22,0.52,Low,6,1.77,Medium,Yes,5,Cash,True,False,False,9.46,13,28,22,Silver,Email,4,83,2311,False,Premium,111,39.92,4520.01,101081.0,97.55181818181818,1.1818181818181819,25.0,1605.864
CUST101082,43,Female,Karaganda,Medium,13.46,6,3804.32,386.62,16,Beauty,130,0.64,False,0.41,0.68,High,15,4.29,Low,No,9,Online Wallet,False,True,False,4.34,9,38,5,Silver,App,8,-81,2952,True,Premium,135,46.45,3062.75,101082.0,238.77,1.9375,21.5,1903.198
CUST101083,68,Male,Almaty,High,1.34,1,7971.94,68.82,46,Beauty,22,0.63,False,0.15,0.82,High,14,3.71,High,No,0,Card,False,False,True,4.61,14,24,19,Silver,Social Media,1,-40,1047,False,Basic,18,40.48,8751.16,101083.0,174.30304347826086,1.3043478260869565,21.5,3983.5719999999997
CUST101084,62,Male,Astana,High,43.85,1,3641.57,376.48,24,Groceries,293,0.27,True,0.11,0.65,Low,9,2.93,High,No,8,Online Wallet,True,False,False,12.52,7,40,39,Bronze,Email,1,-37,2216,True,,7,45.76,10653.24,101084.0,152.73208333333335,1.375,39.5,1832.14
CUST101085,61,Male,Karaganda,Medium,4.0,1,9221.59,364.68,14,Groceries,261,0.14,False,0.52,0.43,Medium,5,4.24,Low,Yes,7,Online Wallet,False,False,True,8.84,14,43,5,Gold,Email,8,-53,3076,True,Premium,358,49.99,4010.57,101085.0,659.6850000000001,1.3571428571428572,24.0,4610.995
CUST101086,22,Female,Almaty,High,60.96,4,1218.33,87.53,24,Electronics,325,0.71,False,0.95,0.68,Medium,6,2.9,Low,No,9,Cash,False,True,False,1.8,11,8,6,Silver,SMS,8,-77,2178,True,Premium,223,19.2,14429.85,101086.0,51.763749999999995,1.25,7.0,626.2529999999999
CUST101087,23,Male,Almaty,High,60.84,0,9322.61,377.82,45,Beauty,167,0.52,True,0.8,0.93,High,11,4.26,High,Yes,7,Card,False,True,True,17.85,3,2,35,Bronze,Email,7,75,2372,True,Basic,36,38.25,8479.58,101087.0,208.16911111111114,1.2444444444444445,18.5,4677.357000000001
CUST101088,43,Male,Karaganda,Medium,89.89,6,6926.53,339.01,12,Electronics,254,0.32,True,0.18,0.29,High,17,1.88,Medium,Yes,2,Online Wallet,False,False,False,12.13,8,16,11,Gold,Email,3,10,3642,False,Basic,43,3.7,19986.82,101088.0,578.2108333333333,2.416666666666667,13.5,3486.832
CUST101089,21,Female,Almaty,Low,19.0,1,3509.07,497.25,23,Beauty,34,0.32,True,0.59,0.8,High,12,4.72,Low,Yes,3,Cash,True,True,False,15.25,13,20,25,Gold,SMS,0,-52,834,False,Premium,265,37.63,17187.08,101089.0,153.56826086956522,1.5217391304347827,22.5,1757.835
CUST101090,36,Female,Astana,Medium,37.14,3,167.87,311.28,39,Beauty,24,0.89,False,0.79,1.0,High,12,4.83,Low,Yes,3,Card,True,True,False,9.44,11,23,35,Silver,App,0,69,2496,True,Premium,101,39.74,3086.81,101090.0,5.3043589743589745,1.3076923076923077,29.0,92.67699999999999
CUST101091,37,Female,Shymkent,Medium,85.95,8,8044.07,210.23,6,Groceries,213,0.89,True,0.14,0.76,Low,13,3.55,High,Yes,4,Card,False,True,False,9.83,6,2,20,Gold,Social Media,0,70,1719,True,Premium,346,77.33,4411.47,101091.0,1341.6783333333333,3.1666666666666665,11.0,4045.22
CUST101092,50,Male,Shymkent,High,47.43,7,9696.34,477.19,41,Groceries,80,0.27,False,0.08,0.31,Low,15,3.54,Medium,Yes,9,Cash,True,True,False,1.7,12,22,25,Platinum,Email,2,24,1375,False,Basic,62,58.53,12515.49,101092.0,237.4960975609756,1.3658536585365852,23.5,4859.399
CUST101093,37,Female,Karaganda,Medium,5.97,9,9826.15,315.78,21,Electronics,322,0.79,False,0.89,0.12,High,17,3.26,High,No,7,Card,True,False,True,8.38,5,3,26,Bronze,Social Media,4,67,3486,True,,235,42.89,14240.05,101093.0,468.91190476190474,1.8095238095238095,14.5,4911.466
CUST101094,66,Male,Shymkent,High,11.08,1,4291.71,177.57,48,Electronics,67,0.23,True,0.25,0.54,Medium,15,2.73,Medium,No,9,Cash,True,True,True,3.88,13,15,0,Silver,Social Media,9,-61,2615,False,,20,14.92,14397.06,101094.0,90.410625,1.3125,7.5,2146.179
CUST101095,29,Male,Almaty,High,81.35,3,797.99,15.42,9,Clothing,354,0.81,False,0.5,0.12,Medium,11,1.71,High,No,1,Card,True,False,True,6.9,6,34,39,Bronze,App,5,-55,3028,True,Basic,254,45.32,17045.06,101095.0,89.66555555555556,2.2222222222222223,36.5,421.2
CUST101096,64,Female,Almaty,High,74.37,3,3206.16,379.54,46,Electronics,310,0.13,True,0.21,0.46,Low,12,1.77,Low,No,0,Cash,False,True,False,17.8,1,38,24,Gold,Email,8,-23,1098,True,Basic,193,60.27,6632.15,101096.0,70.6991304347826,1.2608695652173914,31.0,1622.9909999999998
CUST101097,18,Male,Astana,Medium,87.59,1,3166.43,64.17,41,Beauty,219,0.76,False,0.05,0.34,High,5,3.61,Low,Yes,0,Card,False,True,True,4.6,6,37,37,Silver,Social Media,4,-47,3631,True,Basic,45,58.78,4433.58,101097.0,78.22999999999999,1.1219512195121952,37.0,1608.492
CUST101098,43,Male,Shymkent,Medium,11.89,1,1113.57,462.22,36,Beauty,170,0.56,False,0.51,0.48,High,16,2.87,Low,Yes,7,Online Wallet,False,True,False,19.11,12,2,18,Bronze,Social Media,8,-12,2058,True,,327,5.49,6295.87,101098.0,31.932499999999997,1.4444444444444444,10.0,557.1519999999999
CUST101099,31,Male,Karaganda,High,76.04,4,5294.69,480.89,41,Beauty,1,0.12,True,0.44,0.31,High,18,1.9,Medium,No,5,Online Wallet,True,True,True,16.58,12,30,27,Silver,Social Media,3,-34,2611,True,Basic,117,60.08,2828.79,101099.0,130.13878048780487,1.4390243902439024,28.5,2666.557
CUST101100,55,Male,Almaty,Low,65.51,3,6085.33,122.03,40,Groceries,44,0.62,False,0.73,0.84,Medium,7,1.37,Low,Yes,7,Card,True,True,False,10.41,14,16,11,Silver,SMS,4,-74,709,False,,303,24.84,9777.8,101100.0,153.13325,1.175,13.5,3060.9179999999997
CUST101101,54,Female,Karaganda,Low,23.23,7,7315.31,60.84,46,Clothing,175,0.19,False,0.86,0.44,Medium,16,4.84,High,Yes,8,Cash,True,True,True,19.41,10,11,18,Silver,App,1,-88,3619,False,Basic,12,24.01,8534.71,101101.0,160.02847826086958,1.3478260869565217,14.5,3661.4240000000004
CUST101102,28,Male,Almaty,Medium,97.39,3,605.04,299.68,5,Beauty,61,0.19,False,0.14,0.1,High,3,3.75,High,Yes,4,Online Wallet,True,False,False,14.05,1,39,16,Gold,App,3,62,2722,False,,125,49.85,11751.61,101102.0,122.008,1.6,27.5,331.13699999999994
CUST101103,53,Female,Almaty,High,57.04,7,2826.43,110.8,48,Clothing,46,0.45,True,0.17,0.65,High,7,1.76,Low,No,6,Cash,False,False,True,4.83,13,11,2,Platinum,Social Media,3,64,959,True,,64,67.36,14195.52,101103.0,59.88395833333333,1.1458333333333333,6.5,1428.927
CUST101104,30,Male,Astana,High,90.69,4,3616.51,273.21,42,Clothing,3,0.96,False,0.95,0.78,Medium,1,4.0,Low,Yes,0,Online Wallet,False,False,False,2.29,2,29,24,Bronze,App,2,95,2228,False,Basic,18,57.31,18197.71,101104.0,87.10738095238096,1.0238095238095237,26.5,1835.2620000000002
CUST101105,60,Male,Shymkent,Medium,85.91,0,8933.19,210.03,31,Beauty,187,0.89,True,0.42,0.42,High,5,1.68,Low,Yes,9,Card,False,False,True,15.45,10,37,22,Gold,SMS,6,-87,929,False,Premium,65,3.26,6581.84,101105.0,289.1674193548387,1.1612903225806452,29.5,4491.368
CUST101106,20,Female,Astana,Low,33.31,8,9023.78,397.05,35,Clothing,238,0.83,True,0.95,0.61,Low,7,3.36,High,No,7,Online Wallet,True,False,True,16.75,11,21,24,Platinum,SMS,4,45,48,True,Premium,262,74.08,5116.78,101106.0,258.8222857142857,1.2,22.5,4520.483000000001
CUST101107,50,Male,Shymkent,Medium,53.6,7,2673.72,499.93,41,Beauty,48,0.85,True,0.34,0.45,Low,10,3.27,Low,No,7,Online Wallet,True,False,False,10.02,0,19,7,Platinum,Email,7,79,315,False,Basic,103,28.73,15472.04,101107.0,66.21268292682926,1.2439024390243902,13.0,1350.9399999999998
CUST101108,23,Male,Karaganda,Medium,43.14,0,4924.58,231.12,3,Beauty,75,0.5,False,0.35,0.2,High,13,1.43,High,No,1,Online Wallet,True,False,False,6.14,13,22,10,Silver,SMS,6,-24,2574,True,Premium,41,81.68,6066.2,101108.0,1642.5266666666666,5.333333333333333,16.0,2472.632
CUST101109,67,Male,Shymkent,High,70.91,2,4305.09,344.08,19,Beauty,33,0.37,False,0.71,0.6,Medium,2,3.66,Low,Yes,1,Card,False,True,False,1.95,2,10,6,Bronze,Email,4,3,2975,False,Premium,211,90.17,11542.26,101109.0,227.58368421052631,1.1052631578947367,8.0,2173.418
CUST101110,27,Male,Karaganda,Medium,58.8,2,5314.41,174.19,19,Groceries,299,0.88,True,0.1,0.7,Low,11,3.23,Low,No,5,Cash,True,False,False,12.47,14,25,23,Platinum,App,5,-71,1118,True,Premium,40,58.0,16819.05,101110.0,280.7057894736842,1.5789473684210527,24.0,2672.645
CUST101111,22,Male,Almaty,Low,78.49,4,2932.54,431.94,1,Groceries,232,0.08,True,0.41,0.25,Medium,2,4.21,Low,No,0,Card,True,False,True,7.52,3,13,24,Bronze,SMS,6,-14,3317,True,Basic,155,89.15,9801.0,101111.0,2933.54,3.0,18.5,1489.417
CUST101112,40,Male,Karaganda,Medium,1.18,6,4682.92,23.29,22,Electronics,349,1.0,False,0.38,0.71,Medium,3,4.63,High,No,4,Card,False,True,True,9.44,3,17,24,Bronze,App,1,-8,207,False,Premium,195,14.96,14160.95,101112.0,213.86,1.1363636363636362,20.5,2341.214
CUST101113,27,Female,Karaganda,High,68.78,0,1539.17,249.29,19,Beauty,340,0.55,False,0.04,0.86,High,18,3.83,Low,Yes,7,Card,True,True,True,7.14,1,31,15,Bronze,Email,3,50,1588,True,Premium,322,97.9,14653.31,101113.0,82.00894736842106,1.9473684210526314,23.0,786.619
CUST101114,61,Female,Almaty,Low,31.91,0,7124.55,92.5,26,Beauty,55,0.54,True,0.31,0.92,Medium,15,2.21,High,No,7,Card,False,False,False,9.58,2,24,5,Gold,Email,8,72,2527,True,Basic,90,64.14,16380.56,101114.0,275.0211538461539,1.5769230769230769,14.5,3568.848
CUST101115,19,Female,Karaganda,High,22.42,9,3760.43,92.54,15,Beauty,297,0.29,True,0.4,0.17,Medium,18,2.31,High,Yes,8,Card,False,True,False,7.08,4,42,1,Silver,App,4,-67,1767,True,Basic,261,23.26,6627.28,101115.0,251.6953333333333,2.2,21.5,1883.3410000000001
CUST101116,30,Male,Karaganda,Medium,80.12,5,5469.93,268.83,19,Electronics,305,0.17,True,0.06,0.17,Low,4,2.25,Medium,Yes,7,Cash,True,True,True,16.98,13,29,37,Silver,SMS,4,32,3291,False,,306,69.79,4830.47,101116.0,288.891052631579,1.2105263157894737,33.0,2758.201
CUST101117,57,Male,Almaty,Medium,8.92,4,6085.55,157.36,25,Groceries,196,0.68,False,0.02,0.87,Medium,6,4.45,Low,Yes,9,Card,True,True,True,14.49,6,4,15,Silver,SMS,3,-6,2802,True,,217,7.31,10096.37,101117.0,244.422,1.24,9.5,3044.251
CUST101118,19,Male,Almaty,Medium,22.85,2,8381.6,232.21,39,Groceries,288,0.36,True,0.6,0.68,High,17,2.93,Medium,No,7,Cash,True,True,False,13.96,8,19,30,Platinum,Email,0,70,930,False,Premium,47,30.64,18182.64,101118.0,215.91282051282053,1.435897435897436,24.5,4194.255
CUST101119,37,Female,Almaty,High,20.37,2,909.42,156.3,31,Electronics,225,0.3,True,0.21,0.13,Medium,2,4.83,Medium,Yes,3,Online Wallet,False,True,True,12.09,13,16,32,Silver,SMS,4,83,3031,True,Basic,314,98.95,137.92,101119.0,30.336129032258064,1.064516129032258,24.0,460.421
CUST101120,18,Male,Shymkent,Medium,41.98,3,4879.13,230.26,30,Beauty,223,0.16,True,0.36,0.5,High,8,3.62,Low,No,0,Online Wallet,True,True,False,16.12,4,31,28,Silver,Email,0,-19,3205,False,Premium,342,88.79,528.75,101120.0,163.63766666666666,1.2666666666666666,29.5,2450.559
CUST101121,54,Female,Almaty,Low,32.23,9,8951.31,146.53,33,Beauty,346,0.54,False,0.08,0.76,Low,13,3.41,High,Yes,3,Online Wallet,True,False,True,4.76,2,3,35,Silver,SMS,0,-42,1921,False,Basic,236,90.2,14198.81,101121.0,272.2518181818182,1.393939393939394,19.0,4482.723999999999
CUST101122,26,Male,Almaty,Low,72.05,1,3365.0,402.76,16,Groceries,66,0.59,False,0.1,0.2,Medium,18,4.6,High,No,5,Card,False,False,False,15.91,12,32,22,Silver,App,2,20,51,True,Premium,341,29.29,7877.82,101122.0,211.3125,2.125,27.0,1700.515
CUST101123,34,Male,Karaganda,High,69.94,8,4500.81,281.12,40,Beauty,359,0.44,False,0.15,0.91,Medium,5,3.36,High,No,1,Card,False,False,False,1.47,10,34,28,Silver,App,0,91,353,False,,144,16.49,14478.03,101123.0,113.52025,1.125,31.0,2270.387
CUST101124,26,Male,Astana,High,32.55,3,942.24,84.91,12,Groceries,41,0.01,True,0.03,0.87,Medium,14,4.29,Low,No,4,Cash,True,True,False,11.22,4,0,21,Silver,App,7,-33,282,True,Premium,224,10.81,16702.25,101124.0,79.52,2.166666666666667,10.5,478.085
CUST101125,28,Female,Astana,High,43.7,9,7531.67,9.19,28,Beauty,242,0.49,False,0.76,0.59,Low,15,3.0,High,Yes,9,Cash,True,False,False,16.17,5,9,34,Bronze,SMS,7,-85,3518,False,Basic,318,2.45,6342.82,101125.0,269.98821428571426,1.5357142857142856,21.5,3775.945
CUST101126,32,Male,Shymkent,Medium,20.79,2,941.71,13.66,30,Clothing,43,0.27,True,0.91,0.78,Medium,10,3.39,High,No,5,Card,True,True,True,13.46,6,40,17,Silver,Social Media,6,-38,3077,True,Premium,111,47.9,13387.95,101126.0,32.39033333333333,1.3333333333333333,28.5,475.09200000000004
CUST101127,41,Female,Shymkent,Low,67.08,9,6346.68,213.74,6,Groceries,99,0.14,True,0.52,0.15,Low,1,2.04,Low,Yes,1,Card,True,True,True,11.89,2,29,34,Platinum,SMS,9,-66,2785,True,,333,52.09,11165.81,101127.0,1058.78,1.1666666666666667,31.5,3193.264
CUST101128,55,Male,Astana,Low,39.62,6,3805.03,160.49,42,Clothing,35,0.58,False,0.82,0.25,Medium,3,4.51,Medium,No,2,Cash,True,False,True,1.67,1,32,22,Platinum,Social Media,3,-3,445,False,Premium,251,68.64,14486.49,101128.0,91.59595238095238,1.0714285714285714,27.0,1913.8010000000002
CUST101129,52,Male,Astana,Low,13.28,8,3447.78,134.75,14,Groceries,122,0.67,False,0.14,0.77,Low,5,2.11,High,No,0,Cash,True,True,False,4.6,3,37,18,Silver,App,7,-93,678,True,Premium,242,1.71,842.38,101129.0,247.27,1.3571428571428572,27.5,1726.874
CUST101130,47,Female,Almaty,High,12.73,1,5896.49,313.35,5,Electronics,183,0.52,True,0.45,0.44,High,11,4.85,Medium,No,8,Online Wallet,True,True,False,5.26,3,48,14,Platinum,SMS,1,17,1263,False,Premium,68,5.91,14460.35,101130.0,1180.298,3.2,31.0,2949.864
CUST101131,48,Male,Karaganda,High,32.23,5,5719.93,407.53,36,Groceries,2,0.61,False,0.14,0.18,Low,13,2.54,High,No,4,Card,False,False,True,15.3,5,15,1,Platinum,SMS,2,-20,1153,False,Basic,265,48.81,9693.0,101131.0,159.88694444444445,1.3611111111111112,8.0,2867.034
CUST101132,66,Male,Almaty,Medium,74.73,4,4113.98,36.37,23,Groceries,55,0.61,True,1.0,0.29,Low,3,2.74,High,No,4,Online Wallet,True,True,True,18.5,1,48,32,Silver,Social Media,4,96,972,False,,330,25.6,16077.87,101132.0,179.8686956521739,1.1304347826086956,40.0,2078.8089999999997
CUST101133,22,Male,Shymkent,High,2.55,0,2855.61,59.44,32,Beauty,294,0.12,True,0.06,0.62,High,14,2.97,Low,Yes,4,Online Wallet,False,False,False,3.79,3,6,21,Platinum,Email,8,-60,1477,False,,21,98.81,544.06,101133.0,90.2378125,1.4375,13.5,1425.7700000000002
CUST101134,61,Male,Astana,Low,25.78,6,5130.87,187.53,31,Beauty,167,0.22,True,0.44,0.04,High,10,2.53,Low,No,6,Cash,True,False,False,1.95,14,2,20,Platinum,Social Media,1,77,3121,True,,310,52.77,17386.98,101134.0,166.51193548387096,1.3225806451612903,11.0,2571.169
CUST101135,67,Female,Shymkent,Medium,16.25,0,2744.32,223.54,14,Electronics,294,0.01,True,0.11,0.15,High,19,3.3,Medium,Yes,2,Online Wallet,True,True,False,14.56,5,16,31,Gold,App,3,-46,1679,True,Premium,319,34.43,5718.12,101135.0,197.02285714285716,2.357142857142857,23.5,1373.2350000000001
CUST101136,31,Female,Almaty,High,95.65,9,1116.15,200.64,32,Beauty,107,0.98,True,0.07,0.2,Low,15,3.6,Medium,Yes,9,Cash,True,True,True,7.19,10,30,36,Gold,Social Media,1,-8,2629,True,Premium,21,49.23,5803.22,101136.0,35.8796875,1.46875,33.0,583.7700000000001
CUST101137,28,Male,Shymkent,High,70.53,8,8011.61,321.13,49,Beauty,66,0.21,False,0.73,0.89,Low,6,1.69,Low,No,7,Online Wallet,False,False,False,6.94,13,7,7,Platinum,App,6,83,1350,True,,11,20.62,6397.76,101137.0,164.50224489795917,1.1224489795918366,7.0,4025.764
CUST101138,26,Male,Shymkent,Low,23.32,3,7052.87,48.17,27,Electronics,355,0.81,True,0.08,0.89,High,11,4.32,Low,Yes,0,Card,False,False,True,13.59,12,42,28,Platinum,Social Media,6,-25,1442,False,Premium,88,98.62,18118.42,101138.0,262.2174074074074,1.4074074074074074,35.0,3531.231
CUST101139,51,Female,Karaganda,Medium,20.75,7,935.07,249.89,1,Electronics,228,0.78,False,0.02,0.21,Medium,19,3.64,Medium,Yes,4,Card,True,False,False,16.16,7,33,15,Silver,Email,3,48,3346,False,Basic,35,67.03,18016.49,101139.0,936.07,20.0,24.0,469.96000000000004
CUST101140,29,Male,Shymkent,High,85.8,0,1709.8,406.81,49,Groceries,93,0.71,False,0.95,0.6,Low,13,3.98,Low,No,6,Online Wallet,True,False,False,6.5,7,2,1,Silver,Social Media,5,10,2129,True,,348,1.23,2545.75,101140.0,35.89387755102041,1.2653061224489797,1.5,878.04
CUST101141,52,Female,Almaty,High,19.02,4,1091.65,464.59,9,Beauty,320,0.45,True,0.18,0.36,Low,0,4.76,Low,Yes,2,Cash,False,False,False,19.74,0,1,22,Gold,App,7,19,3483,False,Basic,304,32.84,13354.22,101141.0,122.29444444444445,1.0,11.5,551.5310000000001
CUST101142,52,Male,Karaganda,Medium,99.71,2,7928.03,282.39,16,Beauty,2,0.58,True,0.84,0.05,Low,13,4.24,Low,Yes,1,Cash,True,True,False,15.96,8,0,18,Silver,App,0,0,753,False,,204,10.15,5228.19,101142.0,496.501875,1.8125,9.0,3991.328
CUST101143,18,Female,Shymkent,Medium,28.23,3,7751.42,73.52,35,Electronics,229,0.19,False,0.95,0.15,Medium,4,3.47,High,Yes,4,Online Wallet,True,False,False,2.38,1,41,25,Gold,Email,4,51,65,False,,315,15.47,5485.96,101143.0,222.46914285714286,1.1142857142857143,33.0,3883.379
CUST101144,57,Female,Almaty,High,8.43,3,4139.54,365.1,10,Groceries,130,0.11,True,0.75,0.01,Medium,19,2.21,High,No,5,Card,False,False,False,14.05,3,14,37,Gold,SMS,3,76,1822,True,Basic,60,76.29,12707.14,101144.0,414.954,2.9,25.5,2068.499
CUST101145,39,Female,Astana,High,69.09,7,8231.87,399.18,49,Beauty,36,0.35,True,0.1,0.98,Low,17,3.39,Low,Yes,1,Card,True,True,True,18.08,5,19,27,Platinum,Social Media,9,-26,1002,False,Premium,108,72.81,398.45,101145.0,168.99734693877554,1.346938775510204,23.0,4133.262000000001
CUST101146,46,Female,Karaganda,Low,60.96,9,9742.19,102.16,16,Electronics,353,0.83,True,0.17,0.65,Medium,4,1.24,High,No,3,Cash,False,True,False,1.97,6,20,10,Bronze,Email,5,45,1806,True,Basic,230,45.92,11051.32,101146.0,609.886875,1.25,15.0,4888.583
CUST101147,25,Male,Shymkent,Medium,99.98,9,9707.62,340.36,30,Groceries,338,0.56,False,0.18,0.13,Medium,17,3.48,High,No,8,Cash,False,False,False,11.22,12,15,10,Gold,Email,2,9,3271,False,Premium,299,29.05,17131.46,101147.0,324.58733333333333,1.5666666666666667,12.5,4880.404
CUST101148,28,Male,Shymkent,High,80.21,2,9810.49,465.6,33,Beauty,218,0.76,False,0.65,0.73,Low,2,2.73,High,Yes,5,Cash,True,True,False,10.9,8,18,29,Bronze,SMS,6,97,1079,True,Premium,290,25.9,4269.55,101148.0,298.2875757575757,1.0606060606060606,23.5,4928.908
CUST101149,58,Female,Karaganda,High,42.88,0,8479.21,360.83,15,Beauty,151,0.89,False,0.18,0.61,Medium,15,3.78,Low,No,7,Card,False,False,False,15.02,12,23,24,Gold,Email,6,28,3111,False,Premium,275,76.77,8374.51,101149.0,566.2806666666667,2.0,23.5,4249.468999999999
CUST101150,54,Female,Almaty,High,67.66,4,2248.18,210.71,39,Electronics,197,0.56,True,0.03,0.21,High,9,2.13,Medium,Yes,6,Online Wallet,False,True,True,9.19,6,20,19,Gold,SMS,2,44,2349,False,Premium,184,14.76,4252.06,101150.0,58.64564102564102,1.2307692307692308,19.5,1142.588
CUST101151,31,Female,Shymkent,High,81.78,1,668.44,224.17,8,Electronics,64,0.37,False,0.46,0.49,Low,17,3.48,Medium,Yes,2,Cash,False,True,True,5.72,0,47,36,Bronze,SMS,2,50,2859,True,,70,64.16,18794.22,101151.0,84.555,3.125,41.5,355.35400000000004
CUST101152,47,Female,Almaty,Low,51.37,5,8135.43,44.38,4,Clothing,120,0.86,False,0.59,0.61,Low,17,4.19,Medium,Yes,3,Card,False,False,True,7.26,4,0,26,Platinum,SMS,6,74,603,False,Premium,142,11.77,9563.83,101152.0,2034.8575,5.25,13.0,4079.726
CUST101153,52,Male,Karaganda,Medium,27.29,3,3154.58,265.43,44,Groceries,338,0.23,False,0.46,0.36,Medium,0,1.41,Low,Yes,4,Cash,True,False,True,1.64,3,47,38,Platinum,App,0,67,837,True,,201,98.92,19423.33,101153.0,72.695,1.0,42.5,1585.4769999999999
CUST101154,38,Female,Shymkent,High,21.01,8,3443.76,402.33,2,Electronics,121,0.02,True,0.49,0.96,Medium,12,3.71,Medium,Yes,3,Card,True,True,False,18.23,10,24,20,Platinum,App,1,82,1113,True,Basic,56,2.81,17838.21,101154.0,1722.88,7.0,22.0,1725.7830000000001
CUST101155,54,Female,Astana,Medium,29.53,6,822.66,489.36,7,Groceries,329,0.05,False,0.46,0.09,Low,2,4.88,Medium,Yes,5,Cash,False,False,True,19.65,2,48,11,Gold,Social Media,3,-16,2680,True,Basic,286,57.08,4088.22,101155.0,118.52285714285713,1.2857142857142856,29.5,419.789
CUST101156,22,Female,Astana,Medium,84.81,1,7175.64,202.66,38,Electronics,159,0.58,False,0.27,0.13,High,12,4.5,Medium,Yes,1,Online Wallet,True,False,True,9.58,12,17,25,Bronze,Email,7,-36,373,True,Basic,348,42.51,635.3,101156.0,189.83263157894737,1.3157894736842106,21.0,3610.8630000000003
