customer_id,age,gender,city,income_level,loyalty_score,membership_years,total_spent,avg_purchase_value,purchase_frequency,preferred_category,last_purchase_days_ago,discount_usage_rate,online_shopper,email_open_rate,sms_response_rate,app_usage,returns_count,satisfaction_score,churn_risk,campaign_response,referral_count,preferred_payment,coupon_redeemed,seasonal_spender,weekend_shopper,avg_cart_size,store_visits_per_month,website_visits_per_month,app_sessions_per_month,customer_segment,preferred_channel,complaints_count,net_promoter_score,account_age_days,has_subscription,subscription_type,days_since_last_login,engagement_score,lifetime_value_estimate,client_score,spend_per_purchase,return_ratio,engagement_score_custom
CUST101832,41,Female,Karaganda,Medium,50.74,4,1847.37,405.87,5,Clothing,15,0.31,True,0.68,0.65,High,11,2.39,High,No,3,Card,False,False,True,11.8,8,2,13,Bronze,SMS,3,-94,1022,True,Basic,5,8.53,1267.06,936.7069999999999,307.895,1.8333333333333333,7.5
CUST101833,36,Male,Astana,Medium,73.74,1,7511.33,447.96,13,Groceries,167,0.34,False,0.72,0.43,Low,7,3.31,High,No,4,Cash,False,False,True,17.5,10,28,18,Platinum,Email,0,86,1821,True,,146,77.7,7322.12,3776.3869999999997,536.5235714285715,0.5,23.0
CUST101834,33,Male,Shymkent,Medium,97.68,0,906.62,207.68,15,Clothing,172,0.97,False,0.86,0.39,High,18,4.32,Medium,No,6,Card,True,True,False,11.14,8,4,39,Bronze,SMS,2,-82,806,True,Basic,272,33.03,2193.68,479.014,56.66375,1.125,21.5
CUST101835,57,Male,Karaganda,Medium,3.7,8,4989.79,312.36,45,Electronics,63,0.95,True,0.92,0.27,Low,16,1.97,High,No,8,Online Wallet,False,False,False,1.23,1,7,18,Silver,SMS,6,-50,3361,False,Premium,14,74.91,6957.41,2492.8050000000003,108.47369565217392,0.34782608695652173,12.5
CUST101836,45,Female,Shymkent,High,53.99,7,3771.91,475.83,34,Groceries,190,0.97,True,0.66,0.92,Low,16,3.34,Low,Yes,6,Card,True,False,False,11.3,7,12,6,Platinum,Email,6,85,1284,True,,247,63.38,2153.72,1898.9519999999998,107.76885714285714,0.45714285714285713,9.0
CUST101837,50,Male,Astana,Low,44.99,1,9062.33,337.45,9,Clothing,178,0.94,False,0.39,0.37,Low,3,4.0,High,No,1,Card,True,False,True,11.18,10,8,31,Gold,Email,3,66,500,False,Premium,143,55.5,12400.63,4544.062,906.233,0.3,19.5
CUST101838,65,Male,Shymkent,Medium,24.24,1,1682.37,451.04,26,Electronics,236,0.63,False,0.15,0.55,Medium,12,4.98,Medium,No,1,Cash,True,True,True,7.27,11,47,14,Bronze,App,7,22,280,False,Premium,15,20.5,14347.17,846.057,62.309999999999995,0.4444444444444444,30.5
CUST101839,58,Male,Astana,High,63.78,2,7909.96,343.72,30,Electronics,9,0.31,False,0.01,0.46,Low,5,4.63,High,Yes,4,Cash,False,True,False,14.99,8,36,3,Gold,App,0,-16,98,True,Premium,73,68.72,7624.14,3973.114,255.16,0.16129032258064516,19.5
CUST101840,30,Female,Almaty,Medium,16.36,3,580.27,38.66,22,Groceries,75,0.97,False,0.65,0.66,High,15,3.59,Low,No,3,Card,False,False,False,1.67,4,0,37,Bronze,Email,3,-70,1347,True,,346,79.49,19284.29,292.043,25.229130434782608,0.6521739130434783,18.5
CUST101841,60,Male,Astana,Medium,28.39,8,7047.37,102.46,25,Groceries,213,0.74,False,0.4,0.98,Low,17,4.79,Medium,No,7,Online Wallet,False,False,True,1.96,12,4,10,Bronze,App,0,21,191,True,,256,18.56,14832.26,3528.8019999999997,271.0526923076923,0.6538461538461539,7.0
CUST101842,62,Female,Almaty,Medium,78.18,5,3008.4,470.52,40,Groceries,120,0.71,True,0.08,0.58,High,16,4.76,Medium,No,2,Cash,True,True,False,18.47,12,21,36,Silver,Social Media,5,98,3219,False,Premium,75,91.21,19992.67,1524.454,73.37560975609756,0.3902439024390244,28.5
CUST101843,42,Female,Astana,Low,46.04,2,9761.54,422.91,4,Clothing,172,0.8,False,0.28,0.41,Medium,16,1.18,Low,No,2,Card,False,True,False,5.44,5,29,1,Bronze,App,3,58,463,True,Basic,9,6.97,4467.13,4891.3820000000005,1952.3080000000002,3.2,15.0
CUST101844,59,Female,Karaganda,Low,99.37,7,6750.26,214.25,47,Electronics,340,0.6,False,0.47,0.61,Medium,7,3.6,Low,No,3,Online Wallet,True,False,True,10.56,13,2,7,Gold,SMS,9,25,1792,False,Basic,44,0.2,7891.52,3403.541,140.63041666666666,0.14583333333333334,4.5
CUST101845,53,Male,Karaganda,Low,38.65,5,3158.16,84.76,28,Electronics,55,0.58,False,0.78,0.03,Low,5,3.61,High,Yes,2,Cash,False,True,True,2.14,3,3,31,Silver,App,0,-25,452,True,Premium,2,50.81,4259.81,1589.675,108.90206896551723,0.1724137931034483,17.0
CUST101846,44,Male,Shymkent,Medium,46.33,7,2431.66,82.8,37,Groceries,229,0.36,False,0.31,0.9,High,13,3.71,High,No,0,Card,True,False,False,6.2,10,15,16,Bronze,App,4,14,1326,True,Basic,343,35.37,1450.56,1227.129,63.991052631578945,0.34210526315789475,15.5
CUST101847,55,Male,Astana,High,30.03,9,6429.16,452.91,10,Electronics,72,0.15,True,0.66,0.17,Low,7,4.75,Low,Yes,0,Card,True,True,False,7.5,6,40,7,Silver,App,4,64,2275,True,Basic,81,85.96,1247.01,3222.189,584.4690909090909,0.6363636363636364,23.5
CUST101848,24,Female,Astana,High,23.63,1,2800.03,87.27,9,Electronics,211,0.44,False,0.04,0.54,Low,18,2.15,Medium,No,8,Online Wallet,False,False,False,12.99,13,44,28,Platinum,Email,2,2,3044,True,Basic,10,68.88,7671.15,1403.5040000000001,280.00300000000004,1.8,36.0
CUST101849,22,Male,Astana,High,92.23,7,1949.37,196.21,36,Groceries,12,0.52,True,0.96,0.38,High,7,1.95,Low,No,2,Cash,False,False,False,10.47,4,43,20,Platinum,SMS,6,6,780,False,,27,87.15,15410.84,1000.954,52.685675675675675,0.1891891891891892,31.5
CUST101850,60,Female,Shymkent,Medium,74.88,4,6511.93,450.9,1,Beauty,63,0.88,False,0.97,0.85,Medium,10,2.92,Low,Yes,4,Online Wallet,True,False,False,18.89,7,24,9,Silver,App,8,77,138,True,,320,62.27,17608.79,3276.429,3255.965,5.0,16.5
CUST101851,62,Male,Karaganda,Low,33.34,9,7270.44,21.55,30,Electronics,114,0.4,False,0.53,0.96,Low,11,2.21,Low,Yes,9,Online Wallet,False,True,True,5.59,7,10,2,Bronze,App,7,59,265,False,Basic,52,81.04,7412.26,3643.022,234.53032258064516,0.3548387096774194,6.0
CUST101852,68,Male,Astana,High,70.02,3,2456.48,317.22,11,Electronics,215,0.88,False,0.66,0.06,Low,16,2.28,Low,Yes,6,Cash,True,True,False,5.12,8,29,12,Gold,SMS,6,-80,2602,True,Premium,255,8.41,8934.42,1246.046,204.70666666666668,1.3333333333333333,20.5
CUST101853,48,Male,Shymkent,Medium,96.58,2,5405.14,178.54,25,Beauty,157,0.32,True,0.76,0.21,Low,16,1.99,High,No,1,Online Wallet,True,True,True,18.33,14,31,8,Gold,App,7,96,1211,False,Basic,35,82.69,15561.89,2728.3440000000005,207.89000000000001,0.6153846153846154,19.5
CUST101854,40,Male,Astana,Medium,7.4,8,6669.93,58.35,11,Beauty,307,0.94,False,0.97,0.85,Low,15,3.68,High,Yes,0,Online Wallet,False,False,True,18.16,6,35,0,Platinum,Social Media,6,50,227,True,Basic,249,38.88,16655.35,3334.185,555.8275,1.25,17.5
CUST101855,59,Female,Almaty,High,26.45,9,9424.98,285.92,41,Groceries,113,0.04,True,0.54,0.45,Low,16,3.94,Medium,Yes,6,Cash,True,True,False,16.1,5,0,11,Silver,App,7,90,3167,False,Basic,195,33.62,10838.69,4717.225,224.4042857142857,0.38095238095238093,5.5
CUST101856,27,Female,Astana,High,20.06,6,8053.99,245.03,5,Clothing,53,0.53,False,0.76,0.63,Medium,13,1.4,Medium,No,8,Cash,True,True,True,12.85,0,37,16,Platinum,Email,8,15,944,False,,121,37.3,6432.77,4030.413,1342.3316666666667,2.1666666666666665,26.5
CUST101857,49,Female,Almaty,Medium,86.98,6,4266.07,54.1,27,Groceries,312,0.32,True,0.19,0.37,Low,14,4.2,Low,No,5,Cash,True,True,False,8.46,8,22,39,Platinum,App,1,90,2473,True,Premium,208,52.61,19449.82,2156.3289999999997,152.35964285714286,0.5,30.5
CUST101858,60,Female,Shymkent,High,17.92,5,8459.63,137.27,23,Electronics,17,0.29,False,0.15,0.53,High,6,2.07,Medium,Yes,7,Online Wallet,False,True,True,7.24,1,34,6,Platinum,Email,3,-70,1269,False,Premium,2,42.55,1299.82,4233.991,352.4845833333333,0.25,20.0
CUST101859,47,Male,Shymkent,Medium,30.81,8,4472.77,371.48,19,Groceries,24,0.08,True,0.71,0.27,High,10,1.53,Low,Yes,0,Cash,False,True,False,12.49,14,31,32,Bronze,SMS,9,19,1175,True,,300,97.98,15363.51,2243.628,223.63850000000002,0.5,31.5
CUST101860,56,Female,Karaganda,High,54.39,2,1388.25,379.15,3,Groceries,180,0.68,False,0.92,0.59,High,12,2.83,Medium,Yes,2,Card,False,True,True,12.57,4,34,2,Bronze,Social Media,9,34,226,False,Premium,68,51.57,8854.54,708.042,347.0625,3.0,18.0
CUST101861,48,Female,Astana,Low,62.11,0,3476.89,301.35,8,Beauty,275,0.39,True,0.57,0.43,Low,3,3.46,High,No,6,Card,False,False,False,18.76,10,0,24,Platinum,Social Media,6,60,996,True,,187,24.26,15768.06,1756.478,386.3211111111111,0.3333333333333333,12.0
CUST101862,35,Female,Shymkent,Medium,80.82,6,8066.77,59.69,48,Electronics,10,0.95,False,0.53,0.68,Medium,19,3.89,Medium,No,3,Cash,False,True,False,6.22,2,41,31,Gold,App,7,-80,1793,False,Basic,281,71.47,466.41,4053.831,164.62795918367348,0.3877551020408163,36.0
CUST101863,53,Male,Karaganda,Low,40.73,8,9562.47,427.28,49,Electronics,167,0.71,True,0.57,0.61,Medium,4,3.4,Low,Yes,5,Cash,True,False,False,15.8,6,19,9,Gold,App,5,50,850,True,Basic,122,91.91,12621.78,4792.6539999999995,191.24939999999998,0.08,14.0
CUST101864,19,Female,Astana,High,53.42,5,9837.48,90.49,36,Clothing,89,0.44,False,0.88,0.13,Medium,5,4.75,Medium,No,4,Card,False,True,False,2.41,1,11,30,Bronze,SMS,2,71,359,True,Premium,361,6.07,15612.09,4933.766,265.87783783783783,0.13513513513513514,20.5
CUST101865,31,Female,Shymkent,Medium,96.55,9,6427.04,361.86,15,Clothing,86,0.63,False,0.8,0.19,High,18,1.08,Medium,Yes,5,Card,False,False,False,14.09,0,7,32,Platinum,SMS,2,-26,1906,True,,21,80.69,8988.66,3238.885,401.69,1.125,19.5
CUST101866,30,Male,Almaty,High,29.74,1,4835.59,26.08,13,Beauty,174,0.07,True,0.8,0.02,High,0,4.65,Medium,Yes,6,Online Wallet,False,True,True,13.24,9,40,33,Gold,App,0,11,1549,True,Premium,77,45.04,13571.44,2426.717,345.3992857142857,0.0,36.5
CUST101867,46,Male,Shymkent,Medium,24.81,7,1704.36,169.26,30,Electronics,55,0.59,False,0.11,0.36,Low,16,3.93,Low,Yes,9,Cash,False,False,False,17.99,8,43,11,Platinum,App,9,-36,1730,False,Basic,340,63.63,18048.36,856.4229999999999,54.979354838709675,0.5161290322580645,27.0
CUST101868,29,Female,Almaty,High,71.06,8,1114.99,241.79,41,Clothing,288,0.67,False,0.76,0.27,High,5,4.74,Medium,Yes,3,Cash,True,True,True,8.7,13,1,35,Platinum,SMS,5,37,1455,True,,20,36.48,16226.44,577.813,26.54738095238095,0.11904761904761904,18.0
CUST101869,56,Female,Karaganda,Low,77.11,9,5233.17,18.84,10,Clothing,216,0.11,False,0.77,0.08,High,18,2.0,High,No,3,Cash,True,True,False,18.09,11,22,11,Platinum,SMS,2,40,1579,True,Basic,192,27.55,13596.0,2636.118,475.7427272727273,1.6363636363636365,16.5
CUST101870,19,Male,Karaganda,Low,41.48,7,7305.01,89.92,34,Groceries,97,0.68,False,0.13,0.68,High,7,1.76,Medium,No,4,Cash,True,False,False,14.07,12,45,32,Silver,Email,2,-67,373,False,,92,28.93,11368.56,3663.549,208.71457142857145,0.2,38.5
CUST101871,49,Female,Astana,High,21.3,8,3306.83,162.86,30,Groceries,281,0.47,True,0.47,0.72,Medium,13,4.99,Low,Yes,5,Cash,True,False,True,7.84,9,0,14,Platinum,SMS,8,17,2634,False,Basic,109,29.26,5525.37,1657.2050000000002,106.67193548387097,0.41935483870967744,7.0
CUST101872,30,Male,Astana,Low,77.89,0,6779.3,491.34,25,Clothing,358,0.48,True,0.1,0.66,Low,10,2.78,Low,Yes,3,Cash,False,False,True,4.63,5,40,32,Gold,App,3,-23,1789,True,,133,88.32,10648.91,3411.0170000000003,260.7423076923077,0.38461538461538464,36.0
CUST101873,63,Female,Astana,Low,67.05,2,5751.02,390.84,6,Groceries,324,0.72,True,0.4,0.23,Low,16,2.09,High,Yes,1,Card,True,True,True,14.52,0,24,8,Gold,SMS,4,-37,2007,False,Basic,137,48.73,11440.68,2892.425,821.5742857142858,2.2857142857142856,16.0
CUST101874,44,Female,Karaganda,High,87.62,2,9413.41,421.14,37,Groceries,28,0.45,True,0.64,0.63,Medium,15,4.17,Medium,No,1,Online Wallet,True,False,True,8.35,4,40,37,Platinum,Email,2,70,514,False,Basic,231,71.9,14293.63,4729.991,247.7213157894737,0.39473684210526316,38.5
CUST101875,66,Female,Almaty,Medium,84.43,8,2174.61,335.42,17,Electronics,364,0.23,False,0.22,0.38,High,18,3.15,Low,No,9,Online Wallet,True,False,True,18.21,3,22,5,Platinum,Social Media,7,-11,304,False,Premium,342,97.98,5030.42,1109.034,120.81166666666667,1.0,13.5
CUST101876,58,Female,Astana,High,20.52,2,5951.48,149.74,36,Clothing,315,0.3,False,0.13,0.01,Medium,14,3.48,Medium,Yes,4,Cash,True,True,True,18.41,12,10,26,Bronze,Email,6,-70,3272,False,Premium,261,29.25,17720.02,2979.0959999999995,160.8508108108108,0.3783783783783784,18.0
CUST101877,34,Female,Astana,Medium,83.23,9,4196.59,356.18,40,Clothing,152,0.74,False,0.64,0.97,Low,11,1.22,Low,No,0,Card,False,True,True,16.5,10,15,7,Gold,App,4,-37,2129,True,Basic,326,0.11,1813.11,2121.0640000000003,102.35585365853659,0.2682926829268293,11.0
CUST101878,57,Male,Karaganda,Low,17.52,0,2689.6,338.5,32,Beauty,106,0.07,True,0.83,0.72,High,15,3.66,Medium,No,7,Card,True,True,True,6.35,2,6,38,Platinum,App,8,-59,467,False,,239,75.08,13831.06,1347.056,81.5030303030303,0.45454545454545453,22.0
CUST101879,48,Male,Almaty,Low,86.37,2,3637.19,306.93,22,Beauty,171,0.84,True,0.15,0.24,Medium,11,3.77,High,Yes,1,Online Wallet,False,False,False,9.67,13,8,37,Gold,SMS,5,57,3642,False,Basic,22,39.01,7852.5,1842.306,158.1386956521739,0.4782608695652174,22.5
CUST101880,51,Female,Shymkent,Low,77.03,1,3015.9,152.67,33,Electronics,120,0.58,True,0.9,0.31,Low,14,1.55,High,Yes,9,Cash,False,True,False,17.28,6,18,15,Platinum,App,1,-51,2794,True,Basic,47,86.62,16092.68,1528.259,88.70294117647059,0.4117647058823529,16.5
CUST101881,41,Female,Astana,Low,56.99,8,5323.72,135.29,22,Electronics,11,0.73,False,0.74,0.9,Low,0,3.98,High,No,1,Cash,True,False,False,2.78,0,22,31,Bronze,Email,4,-17,3345,True,Premium,197,32.05,14865.99,2678.9570000000003,231.46608695652176,0.0,26.5
CUST101882,62,Female,Shymkent,Low,64.22,0,5624.74,171.47,36,Electronics,348,0.34,False,0.68,0.25,Medium,16,1.28,Medium,Yes,5,Card,True,False,True,2.74,10,47,31,Bronze,SMS,0,95,3121,False,Basic,145,9.96,17046.62,2828.436,152.01999999999998,0.43243243243243246,39.0
CUST101883,52,Male,Shymkent,Medium,10.41,1,8668.85,159.64,18,Groceries,38,0.22,False,0.12,0.09,High,19,1.37,Low,No,6,Cash,True,False,False,4.02,3,49,39,Platinum,App,2,0,668,True,Basic,7,54.3,7306.42,4333.748,456.2552631578948,1.0,44.0
CUST101884,65,Male,Astana,Medium,3.99,0,7834.93,43.53,28,Electronics,146,0.8,False,0.93,0.84,High,18,3.51,High,No,8,Card,False,True,False,15.15,6,15,5,Platinum,Social Media,0,-85,1684,False,,99,66.24,13786.02,3915.0620000000004,270.17,0.6206896551724138,10.0
CUST101885,23,Male,Karaganda,Medium,33.06,8,3094.9,402.13,13,Beauty,146,0.1,True,0.47,0.7,Medium,18,4.78,High,No,8,Card,False,False,False,14.89,12,29,26,Silver,App,8,-95,3090,True,Premium,346,43.2,17697.01,1553.768,221.06428571428572,1.2857142857142858,27.5
CUST101886,36,Male,Astana,High,82.14,6,9320.12,187.78,18,Electronics,28,0.17,True,0.54,0.54,High,10,2.77,Low,No,9,Cash,True,True,False,1.25,7,7,21,Gold,Social Media,9,-94,1470,True,,35,79.04,19708.74,4682.702,490.5326315789474,0.5263157894736842,14.0
CUST101887,47,Male,Almaty,Low,46.58,0,8696.69,354.79,23,Beauty,193,0.28,True,0.51,0.55,Low,16,1.65,Medium,Yes,4,Online Wallet,False,True,False,12.09,8,15,19,Bronze,App,9,67,3041,False,Premium,150,86.62,16352.11,4359.119000000001,362.3620833333334,0.6666666666666666,17.0
CUST101888,24,Male,Almaty,Low,22.34,9,6296.04,143.56,35,Beauty,89,0.35,False,0.53,0.69,High,7,3.98,Medium,Yes,1,Online Wallet,False,True,True,5.07,6,43,4,Bronze,Social Media,4,99,1066,True,Basic,338,2.49,5941.2,3153.322,174.89,0.19444444444444445,23.5
CUST101889,27,Male,Astana,Low,83.45,5,284.42,303.0,18,Electronics,356,0.2,False,0.82,0.91,High,12,3.36,Low,No,6,Card,False,True,False,7.3,5,28,28,Bronze,App,1,-57,2986,False,Premium,186,84.18,4370.91,164.845,14.969473684210527,0.631578947368421,28.0
CUST101890,58,Male,Shymkent,High,22.86,4,2170.45,22.16,10,Electronics,242,0.91,True,0.1,0.82,High,5,4.89,Medium,No,8,Cash,False,False,False,19.93,8,31,0,Gold,Email,2,-36,2142,False,,130,77.66,10009.65,1091.0829999999999,197.31363636363633,0.45454545454545453,15.5
CUST101891,49,Female,Almaty,High,81.55,9,7914.26,57.49,2,Groceries,225,0.03,False,0.48,0.23,Low,14,1.56,Low,No,9,Card,False,True,True,8.83,4,19,22,Bronze,Email,3,85,2969,True,Basic,268,4.94,17959.69,3978.795,2638.0866666666666,4.666666666666667,20.5
CUST101892,51,Male,Almaty,High,45.3,4,4592.23,185.44,14,Clothing,221,0.8,True,0.61,0.64,Medium,12,4.07,High,No,0,Card,False,False,True,7.59,14,3,37,Platinum,Email,5,69,1627,True,,185,90.75,12382.19,2307.305,306.14866666666666,0.8,20.0
CUST101893,45,Male,Astana,Low,46.35,3,1346.91,138.02,32,Electronics,331,0.41,True,0.12,0.67,High,16,2.04,Low,No,0,Card,True,True,True,15.78,0,29,3,Gold,Email,3,16,1337,False,Premium,105,26.75,7589.64,684.16,40.81545454545455,0.48484848484848486,16.0
CUST101894,32,Male,Astana,Medium,27.27,2,4141.77,179.93,30,Beauty,19,0.84,False,0.58,0.82,Low,13,4.65,High,Yes,8,Cash,True,True,False,13.2,7,29,12,Bronze,App,6,41,2023,True,Basic,53,84.54,16019.14,2076.4660000000003,133.60548387096776,0.41935483870967744,20.5
CUST101895,47,Male,Karaganda,High,90.02,7,2197.84,465.69,19,Beauty,352,0.8,False,0.51,0.91,Low,18,4.15,Medium,No,1,Cash,False,True,True,16.86,1,40,31,Bronze,SMS,4,71,1049,True,Premium,330,40.02,4336.69,1122.3260000000002,109.89200000000001,0.9,35.5
CUST101896,54,Female,Astana,High,8.88,6,8936.42,41.58,5,Electronics,264,0.12,False,0.22,0.06,Low,9,2.83,Low,No,2,Cash,True,False,False,6.38,7,22,16,Bronze,Social Media,8,82,829,False,Premium,226,88.83,16498.73,4469.074,1489.4033333333334,1.5,19.0
CUST101897,46,Male,Astana,Medium,14.44,4,8903.66,234.05,48,Clothing,1,0.67,True,0.26,0.09,Low,13,1.18,Low,No,1,Online Wallet,False,True,True,3.69,10,8,33,Platinum,SMS,4,8,2227,False,Basic,230,67.07,7583.6,4453.562,181.70734693877552,0.2653061224489796,20.5
CUST101898,39,Female,Almaty,High,63.59,8,3931.92,103.14,32,Clothing,155,0.38,False,0.09,0.1,Low,1,3.74,High,Yes,4,Card,True,True,True,6.03,1,31,0,Bronze,SMS,4,-89,3508,False,Basic,168,57.55,16510.39,1984.837,119.14909090909092,0.030303030303030304,15.5
CUST101899,21,Female,Almaty,Medium,85.01,6,1460.2,181.14,10,Electronics,33,0.82,True,0.71,0.69,Low,6,2.85,Medium,Yes,0,Online Wallet,True,False,True,8.33,1,18,31,Platinum,Email,9,36,3515,False,Basic,266,41.59,11687.22,754.403,132.74545454545455,0.5454545454545454,24.5
CUST101900,37,Female,Almaty,Low,9.55,9,3652.43,340.13,5,Electronics,276,0.85,False,0.15,0.93,Medium,0,4.19,Low,Yes,9,Online Wallet,True,True,True,5.68,14,19,31,Bronze,Social Media,6,-75,816,False,Premium,132,13.92,19394.59,1829.08,608.7383333333333,0.0,25.0
CUST101901,49,Male,Shymkent,Medium,73.38,1,1374.53,486.6,14,Clothing,338,0.19,False,0.79,0.58,Medium,8,3.96,Low,Yes,7,Online Wallet,True,False,False,13.25,0,49,22,Gold,Social Media,4,85,2504,False,Premium,336,70.06,10853.76,707.679,91.63533333333334,0.5333333333333333,35.5
CUST101902,53,Male,Almaty,Medium,74.25,6,3110.06,348.89,39,Beauty,205,0.48,True,0.89,0.57,Low,6,3.99,Medium,No,7,Card,False,False,True,7.43,12,6,38,Silver,SMS,5,-12,3366,True,,194,48.67,2093.15,1576.105,77.7515,0.15,22.0
CUST101903,67,Male,Almaty,Low,58.15,6,7734.7,443.0,42,Electronics,336,0.59,False,0.24,0.84,High,4,1.69,Low,Yes,0,Card,True,False,False,19.07,1,22,28,Gold,App,0,-88,2861,True,Basic,278,54.19,8253.13,3883.995,179.8767441860465,0.09302325581395349,25.0
CUST101904,21,Female,Astana,High,48.67,3,2990.27,77.89,43,Groceries,340,0.54,False,0.26,0.99,Low,5,2.75,Low,Yes,2,Online Wallet,False,False,False,11.21,12,0,3,Platinum,SMS,6,36,952,False,Basic,144,53.32,10379.18,1508.7359999999999,67.96068181818181,0.11363636363636363,1.5
CUST101905,44,Female,Karaganda,Low,32.11,7,5487.6,94.79,19,Electronics,277,0.25,False,0.12,0.94,Low,10,2.88,Medium,No,8,Online Wallet,True,False,False,5.39,12,14,28,Silver,Email,6,-4,2086,True,Premium,334,79.98,3406.98,2751.433,274.38,0.5,21.0
CUST101906,34,Female,Almaty,High,35.15,3,1276.85,439.0,11,Electronics,186,0.27,False,0.54,0.61,Low,6,4.14,Medium,Yes,4,Card,True,False,False,13.88,9,26,24,Silver,App,7,-4,1919,False,Basic,328,8.81,2505.99,647.7699999999999,106.40416666666665,0.5,25.0
CUST101907,29,Female,Karaganda,High,67.44,6,3541.49,305.72,35,Groceries,83,0.86,False,0.96,1.0,Low,16,2.62,Medium,No,5,Online Wallet,False,False,False,9.01,11,27,23,Gold,App,7,-32,2758,False,Premium,331,80.29,2336.56,1787.7769999999998,98.37472222222222,0.4444444444444444,25.0
CUST101908,39,Male,Almaty,Medium,6.53,3,492.41,397.1,39,Clothing,190,0.03,True,0.24,0.72,High,2,4.46,Low,Yes,5,Cash,True,True,True,1.12,0,14,9,Silver,App,3,-32,1860,False,,272,7.14,5698.57,247.764,12.31025,0.05,11.5
CUST101909,34,Male,Almaty,Low,58.49,7,5526.87,115.32,46,Clothing,300,0.26,True,0.16,0.7,Medium,12,2.1,High,Yes,7,Card,False,False,True,10.54,6,24,24,Silver,Social Media,1,-48,480,False,Basic,52,33.03,9830.73,2778.582,117.59297872340426,0.2553191489361702,24.0
CUST101910,27,Male,Karaganda,Medium,27.87,2,3541.47,177.55,38,Clothing,338,0.22,True,0.61,0.1,Low,0,4.94,Low,Yes,7,Card,False,True,True,8.17,12,44,27,Silver,SMS,6,13,513,False,,346,99.0,4452.41,1779.096,90.80692307692307,0.0,35.5
CUST101911,18,Female,Astana,Low,46.66,1,8732.84,45.11,22,Electronics,219,0.37,False,0.86,0.3,Medium,18,1.35,Low,Yes,3,Cash,True,False,True,10.9,13,27,22,Gold,App,6,96,3241,True,,47,83.12,19157.84,4376.817999999999,379.6886956521739,0.782608695652174,24.5
CUST101912,39,Female,Almaty,Low,55.9,9,3986.27,448.31,45,Clothing,32,0.69,True,0.87,0.58,Medium,16,2.99,High,Yes,4,Card,True,False,False,7.88,9,3,18,Gold,Email,8,62,2996,False,,171,58.82,1400.92,2006.705,86.65804347826086,0.34782608695652173,10.5
CUST101913,43,Male,Karaganda,Medium,88.57,5,5621.97,478.4,46,Groceries,290,0.53,False,0.35,0.7,Medium,7,3.36,Medium,Yes,4,Cash,False,False,False,3.48,8,30,25,Platinum,App,2,-90,3086,True,Premium,249,24.46,13502.97,2836.156,119.61638297872341,0.14893617021276595,27.5
CUST101914,35,Male,Almaty,High,57.91,6,9768.78,429.44,30,Groceries,301,0.54,True,0.79,0.2,Medium,8,2.77,Medium,No,1,Card,False,True,False,13.99,3,46,12,Platinum,App,1,74,3588,False,,304,67.59,17408.11,4900.163,315.12193548387097,0.25806451612903225,29.0
CUST101915,67,Female,Shymkent,High,22.72,6,6462.79,221.4,30,Electronics,126,0.73,False,0.59,0.81,High,3,3.19,Low,No,9,Card,True,True,False,9.4,5,0,21,Bronze,SMS,5,-88,87,True,Premium,285,85.75,713.19,3237.611,208.47709677419354,0.0967741935483871,10.5
CUST101916,31,Male,Shymkent,Low,7.95,5,5054.67,173.86,47,Clothing,361,0.81,True,0.73,0.88,Medium,11,4.11,Medium,No,8,Card,True,False,False,2.53,7,16,14,Bronze,SMS,3,-54,2656,True,Basic,323,71.5,12799.87,2527.5200000000004,105.305625,0.22916666666666666,15.0
CUST101917,64,Male,Shymkent,High,62.7,7,1071.43,233.99,11,Clothing,163,0.16,True,0.68,0.85,Low,5,1.68,Low,Yes,8,Cash,True,True,False,19.39,5,25,32,Bronze,Email,6,-29,2505,True,Premium,65,75.7,13665.71,553.525,89.28583333333334,0.4166666666666667,28.5
CUST101918,46,Female,Shymkent,Medium,54.5,5,8227.55,320.62,22,Groceries,363,0.11,True,0.13,0.54,Low,10,4.79,Medium,Yes,7,Online Wallet,False,True,False,14.35,2,40,20,Silver,Email,9,45,1878,False,,246,20.28,2895.14,4128.125,357.7195652173913,0.43478260869565216,30.0
CUST101919,29,Female,Astana,Medium,67.18,5,6459.6,218.6,10,Clothing,189,0.3,False,0.36,0.34,Medium,10,2.57,Low,No,0,Online Wallet,False,True,True,4.35,7,2,19,Gold,Social Media,6,14,2243,False,,3,49.27,5596.75,3247.954,587.2363636363636,0.9090909090909091,10.5
CUST101920,53,Female,Shymkent,Medium,45.94,2,1174.39,213.7,43,Groceries,82,0.83,True,0.76,0.84,Low,1,3.49,High,No,0,Online Wallet,True,False,True,16.55,4,39,16,Platinum,SMS,7,17,1874,False,Premium,339,28.62,10168.3,600.777,26.69068181818182,0.022727272727272728,27.5
CUST101921,52,Male,Karaganda,Low,82.51,1,2532.12,218.36,19,Electronics,217,0.54,True,0.76,0.74,Low,6,2.77,High,Yes,2,Cash,False,True,True,6.97,0,41,0,Bronze,Social Media,0,30,1593,False,Premium,127,31.1,12889.13,1289.6129999999998,126.606,0.3,20.5
CUST101922,69,Female,Almaty,Low,92.02,6,5422.71,373.57,15,Groceries,355,0.14,False,0.12,0.04,Medium,5,3.4,Medium,Yes,3,Card,False,True,False,12.18,5,23,25,Gold,Email,1,37,2101,False,Premium,93,94.62,11770.13,2737.9610000000002,338.919375,0.3125,24.0
